tm_code,tm_formal_name,changes
8002091,aluminum hydroxide and magnesium hydroxide and simethicone,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""19631231"" -> ""20230215"""
8001866,petrolatum,"tm_status_effective_time: ""20100604"" -> ""20140306"""
8000204,lithium (ion),"tm_status_effective_time: ""20180802"" -> ""20250704"""
8000965,aliskiren,"tm_status: ""ACTIVE"" -> ""INACTIVE""
tm_status_effective_time: ""20071126"" -> ""20230831"""
