drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
71508,02247265,"PENNSAID (diclofénac sodique 1,5 % solution pour application cutanée) ENDO OPERATIONS LTD.","diclofénac sodique 1,5 % solution pour application cutanée",diclofénac,"mp_fr_description: ""PENNSAID (diclofénac sodique 1,5 % solution pour application cutanée) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""PENNSAID (diclofénac sodique 1,5 % solution pour application cutanée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
77887,02293528,SPC-CEFPROZIL (cefprozil (monohydrate de cefprozil) 250 mg comprimé oral) SUN PHARMA CANADA INC,cefprozil 250 mg comprimé oral,cefprozil,"mp_fr_description: ""T̲A̲R̲O̲-CEFPROZIL (cefprozil (monohydrate de cefprozil) 250 mg comprimé oral) SUN PHARMA CANADA INC"" -> ""S̲P̲C̲-CEFPROZIL (cefprozil (monohydrate de cefprozil) 250 mg comprimé oral) SUN PHARMA CANADA INC"""
77888,02293536,SPC-CEFPROZIL (cefprozil (monohydrate de cefprozil) 500 mg comprimé oral) SUN PHARMA CANADA INC,cefprozil 500 mg comprimé oral,cefprozil,"mp_fr_description: ""T̲A̲R̲O̲-CEFPROZIL (cefprozil (monohydrate de cefprozil) 500 mg comprimé oral) SUN PHARMA CANADA INC"" -> ""S̲P̲C̲-CEFPROZIL (cefprozil (monohydrate de cefprozil) 500 mg comprimé oral) SUN PHARMA CANADA INC"""
78208,02296713,PRO-METOPROLOL (tartrate de métoprolol 25 mg comprimé oral) PRO DOC LIMITEE,tartrate de métoprolol 25 mg comprimé oral,métoprolol,"mp_fr_description: ""METOPROLOL (tartrate de métoprolol 25 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲METOPROLOL (tartrate de métoprolol 25 mg comprimé oral) PRO DOC LIMITEE"""
79955,02314037,"SPC-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral) SUN PHARMA CANADA INC","ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral",ropinirole,"mp_fr_description: ""T̲A̲R̲O̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral) R̲A̲N̲B̲A̲X̲Y̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""S̲P̲C̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 0,25 mg comprimé oral) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
79957,02314053,SPC-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral) SUN PHARMA CANADA INC,ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral,ropinirole,"mp_fr_description: ""T̲A̲R̲O̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral) R̲A̲N̲B̲A̲X̲Y̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""S̲P̲C̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 1 mg comprimé oral) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
79958,02314061,SPC-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral) SUN PHARMA CANADA INC,ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral,ropinirole,"mp_fr_description: ""T̲A̲R̲O̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral) R̲A̲N̲B̲A̲X̲Y̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""S̲P̲C̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 2 mg comprimé oral) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
79959,02314088,SPC-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral) SUN PHARMA CANADA INC,ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral,ropinirole,"mp_fr_description: ""T̲A̲R̲O̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral) R̲A̲N̲B̲A̲X̲Y̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"" -> ""S̲P̲C̲-ROPINIROLE (ropinirole (chlorhydrate de ropinirole) 5 mg comprimé oral) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲"""
80832,02322854,NPLATE (romiplostim 375 mcg par fiole poudre pour solution injectable) AMGEN CANADA INC,romiplostim 375 mcg par fiole poudre pour solution injectable,romiplostim,"mp_fr_description: ""NPLATE (romiplostim 2̲5̲0̲ mcg par fiole poudre pour solution injectable) AMGEN CANADA INC"" -> ""NPLATE (romiplostim 3̲7̲5̲ mcg par fiole poudre pour solution injectable) AMGEN CANADA INC""
ntp_code: ""9013934"" -> ""9015225""
ntp_fr_description: ""romiplostim 2̲5̲0̲ mcg par fiole poudre pour solution injectable"" -> ""romiplostim 3̲7̲5̲ mcg par fiole poudre pour solution injectable"""
80833,02322862,NPLATE (romiplostim 625 mcg par fiole poudre pour solution injectable) AMGEN CANADA INC,romiplostim 625 mcg par fiole poudre pour solution injectable,romiplostim,"mp_fr_description: ""NPLATE (romiplostim 5̲0̲0̲ mcg par fiole poudre pour solution injectable) AMGEN CANADA INC"" -> ""NPLATE (romiplostim 6̲2̲5̲ mcg par fiole poudre pour solution injectable) AMGEN CANADA INC""
ntp_code: ""9013935"" -> ""9015226""
ntp_fr_description: ""romiplostim 5̲0̲0̲ mcg par fiole poudre pour solution injectable"" -> ""romiplostim 6̲2̲5̲ mcg par fiole poudre pour solution injectable"""
92986,02444712,NEXIUM 24HR (ésoméprazole (ésoméprazole magnésien trihydraté) 20 mg capsule gastrorésistante) HALEON CANADA ULC,ésoméprazole (ésoméprazole magnésien) 20 mg capsule gastrorésistante,ésoméprazole,"mp_fr_description: ""NEXIUM 24HR (ésoméprazole (ésoméprazole magnésien trihydraté) 20 mg capsule gastrorésistante) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""NEXIUM 24HR (ésoméprazole (ésoméprazole magnésien trihydraté) 20 mg capsule gastrorésistante) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
93607,02450070,COLAXOR (polyéthylèneglycol 3350 100 % poudre pour solution orale) MANTRA PHARMA INC,polyéthylèneglycol 3350 100 % poudre pour solution orale,polyéthylèneglycol 3350,"mp_fr_description: ""M̲-̲P̲E̲G̲ ̲3̲3̲5̲0̲ (polyéthylèneglycol 3350 100 % poudre pour solution orale) MANTRA PHARMA INC"" -> ""C̲O̲L̲A̲X̲O̲R̲ (polyéthylèneglycol 3350 100 % poudre pour solution orale) MANTRA PHARMA INC"""
97511,02484838,"BENADRYL ITCH STOPPING CREAM (chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée) KENVUE CANADA INC.","chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée",diphenhydramine et acétate de zinc,"mp_fr_description: ""BENADRYL ITCH STOPPING CREAM (chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""BENADRYL ITCH STOPPING CREAM (chlorhydrate de diphenhydramine 2 % et acétate de zinc 0,1 % crème cutanée) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
98004,02489961,PRO-ELETRIPTAN (élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral) PRO DOC LIMITEE,élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral,élétriptan,"mp_fr_description: ""ELETRIPTAN (élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ELETRIPTAN (élétriptan (bromhydrate d'élétriptan) 20 mg comprimé oral) PRO DOC LIMITEE"""
98005,02489988,PRO-ELETRIPTAN (élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral) PRO DOC LIMITEE,élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral,élétriptan,"mp_fr_description: ""ELETRIPTAN (élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ELETRIPTAN (élétriptan (bromhydrate d'élétriptan) 40 mg comprimé oral) PRO DOC LIMITEE"""
100663,02517280,CHILDREN'S TYLENOL EASY DISSOLVE (acétaminophène 160 mg par sachet poudre orale) KENVUE CANADA INC.,acétaminophène 160 mg par sachet poudre orale,acétaminophène,"mp_fr_description: ""CHILDREN'S TYLENOL EASY DISSOLVE (acétaminophène 160 mg par sachet poudre orale) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""CHILDREN'S TYLENOL EASY DISSOLVE (acétaminophène 160 mg par sachet poudre orale) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
102746,02538776,"XCOPRI (cénobamate 12,5 mg comprimé oral avec cénobamate 25 mg comprimé oral) ENDO OPERATIONS LTD.","cénobamate 12,5 mg comprimé oral avec cénobamate 25 mg comprimé oral",cénobamate,ADDED
102747,02538784,XCOPRI (cénobamate 50 mg comprimé oral avec cénobamate 100 mg comprimé oral) ENDO OPERATIONS LTD.,cénobamate 50 mg comprimé oral avec cénobamate 100 mg comprimé oral,cénobamate,ADDED
102895,02540258,"OZEMPIC MULTI-DOSE PRE-FILLED PEN DISPENSES 0.25 MG OR 0.5 MG DOSES (sémaglutide 0,68 mg par mL solution injectable 3 mL stylo) NOVO NORDISK CANADA INC","sémaglutide 0,68 mg par mL solution injectable 3 mL stylo",sémaglutide,"mp_fr_description: ""OZEMPIC (sémaglutide 0,68 mg par mL solution injectable 3 mL stylo) NOVO NORDISK CANADA INC"" -> ""OZEMPIC ̲M̲U̲L̲T̲I̲-̲D̲O̲S̲E̲ ̲P̲R̲E̲-̲F̲I̲L̲L̲E̲D̲ ̲P̲E̲N̲ ̲D̲I̲S̲P̲E̲N̲S̲E̲S̲ ̲0̲.̲2̲5̲ ̲M̲G̲ ̲O̲R̲ ̲0̲.̲5̲ ̲M̲G̲ ̲D̲O̲S̲E̲S̲ (sémaglutide 0,68 mg par mL solution injectable 3 mL stylo) NOVO NORDISK CANADA INC"""
103261,02544083,DEXRAZOXANE FOR INJECTION (dexrazoxane 250 mg par fiole poudre pour solution injectable) JUNO PHARMACEUTICALS CORP.,dexrazoxane 250 mg par fiole poudre pour solution injectable,dexrazoxane,ADDED
103318,02544601,"OKEDI (rispéridone 75 mg par seringue poudre pour suspension injectable à libération prolongée avec solution diluante seringue) LABORATORIOS FARMACEUTICOS ROVI, S.A.",rispéridone 75 mg par seringue poudre pour suspension injectable à libération prolongée avec solution diluante seringue,rispéridone,ADDED
103319,02544628,"OKEDI (rispéridone 100 mg par seringue poudre pour suspension injectable à libération prolongée avec solution diluante seringue) LABORATORIOS FARMACEUTICOS ROVI, S.A.",rispéridone 100 mg par seringue poudre pour suspension injectable à libération prolongée avec solution diluante seringue,rispéridone,ADDED
103343,02544806,COMBOGESIC IV (acétaminophène 1000 mg par 100 mL et ibuprofène (ibuprofène sodique dihydraté) 300 mg par 100 mL solution injectable fiole) AFT PHARMACEUTICALS (CAN) LIMITED,acétaminophène 1000 mg par 100 mL et ibuprofène (ibuprofène sodique) 300 mg par 100 mL solution injectable fiole,acétaminophène et ibuprofène,ADDED
103541,02546736,CYCLOPHOSPHAMIDE FOR INJECTION USP (cyclophosphamide 1000 mg par fiole poudre pour solution injectable) ANDONE PHARMACEUTICAL INC,cyclophosphamide 1000 mg par fiole poudre pour solution injectable,cyclophosphamide,ADDED
103542,02546744,CYCLOPHOSPHAMIDE FOR INJECTION USP (cyclophosphamide 2000 mg par fiole poudre pour solution injectable) ANDONE PHARMACEUTICAL INC,cyclophosphamide 2000 mg par fiole poudre pour solution injectable,cyclophosphamide,ADDED
103690,02547996,PRECISE COOLING PAIN RELIEF CREAM (lidocaïne 4 % et menthol 1 % crème cutanée) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,lidocaïne 4 % et menthol 1 % crème cutanée,lidocaïne et menthol,ADDED
103697,02548070,PRECISE PAIN RELIEF CREAM (lidocaïne 4 % crème cutanée) MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,lidocaïne 4 % crème cutanée,lidocaïne,ADDED
103764,02548801,M-RIZATRIPTAN ODT (rizatriptan (benzoate de rizatriptan) 5 mg comprimé orodispersible) MANTRA PHARMA INC,rizatriptan (benzoate de rizatriptan) 5 mg comprimé orodispersible,rizatriptan,ADDED
103765,02548828,M-RIZATRIPTAN ODT (rizatriptan (benzoate de rizatriptan) 10 mg comprimé orodispersible) MANTRA PHARMA INC,rizatriptan (benzoate de rizatriptan) 10 mg comprimé orodispersible,rizatriptan,ADDED
103826,02549417,EXTRA STRENGTH TYLENOL EASY DISSOLVE (acétaminophène 500 mg par sachet poudre orale) KENVUE CANADA INC.,acétaminophène 500 mg par sachet poudre orale,acétaminophène,ADDED
103845,02549638,PMSC-SIMVASTATIN (simvastatine 5 mg comprimé oral) PHARMASCIENCE INC,simvastatine 5 mg comprimé oral,simvastatine,ADDED
103846,02549646,PMSC-SIMVASTATIN (simvastatine 10 mg comprimé oral) PHARMASCIENCE INC,simvastatine 10 mg comprimé oral,simvastatine,ADDED
103847,02549654,PMSC-SIMVASTATIN (simvastatine 20 mg comprimé oral) PHARMASCIENCE INC,simvastatine 20 mg comprimé oral,simvastatine,ADDED
103848,02549662,PMSC-SIMVASTATIN (simvastatine 40 mg comprimé oral) PHARMASCIENCE INC,simvastatine 40 mg comprimé oral,simvastatine,ADDED
103849,02549670,PMSC-SIMVASTATIN (simvastatine 80 mg comprimé oral) PHARMASCIENCE INC,simvastatine 80 mg comprimé oral,simvastatine,ADDED
103883,02550016,NRA-GABAPENTIN (gabapentine 100 mg capsule orale) NORA PHARMA INC,gabapentine 100 mg capsule orale,gabapentine,ADDED
103884,02550024,NRA-GABAPENTIN (gabapentine 300 mg capsule orale) NORA PHARMA INC,gabapentine 300 mg capsule orale,gabapentine,ADDED
103885,02550032,NRA-GABAPENTIN (gabapentine 400 mg capsule orale) NORA PHARMA INC,gabapentine 400 mg capsule orale,gabapentine,ADDED
104033,02551608,"M-RIVAROXABAN (rivaroxaban 2,5 mg comprimé oral) MANTRA PHARMA INC","rivaroxaban 2,5 mg comprimé oral",rivaroxaban,ADDED
104034,02551616,M-RIVAROXABAN (rivaroxaban 10 mg comprimé oral) MANTRA PHARMA INC,rivaroxaban 10 mg comprimé oral,rivaroxaban,ADDED
104035,02551624,M-RIVAROXABAN (rivaroxaban 15 mg comprimé oral) MANTRA PHARMA INC,rivaroxaban 15 mg comprimé oral,rivaroxaban,ADDED
104036,02551632,M-RIVAROXABAN (rivaroxaban 20 mg comprimé oral) MANTRA PHARMA INC,rivaroxaban 20 mg comprimé oral,rivaroxaban,ADDED
104047,02551756,MOMETASONE (furoate de mométasone (furoate de mométasone monohydraté) 50 mcg par actionnement vaporisation nasale) SIVEM PHARMACEUTICALS ULC,furoate de mométasone 50 mcg par actionnement vaporisation nasale,mométasone,ADDED
104230,02553368,"JAMP RIVAROXABAN (rivaroxaban 2,5 mg comprimé oral) JAMP PHARMA CORPORATION","rivaroxaban 2,5 mg comprimé oral",rivaroxaban,ADDED
104255,02553635,"NB-APIXABAN (apixaban 2,5 mg comprimé oral) NB PHARMA INC.","apixaban 2,5 mg comprimé oral",apixaban,ADDED
104256,02553643,NB-APIXABAN (apixaban 5 mg comprimé oral) NB PHARMA INC.,apixaban 5 mg comprimé oral,apixaban,ADDED
104265,02553740,JAMP METHOTREXATE TABLETS (méthotrexate 10 mg comprimé oral) JAMP PHARMA CORPORATION,méthotrexate 10 mg comprimé oral,méthotrexate,ADDED
104322,02554364,ARSENIC TRIOXIDE FOR INJECTION (trioxyde d'arsénic 10 mg par 10 mL solution injectable fiole) MARCAN PHARMACEUTICALS INC,trioxyde d'arsénic 10 mg par 10 mL solution injectable fiole,trioxyde d'arsénic,ADDED
104347,02554631,"GEN-CLOZAPINE (clozapine 12,5 mg comprimé orodispersible) MYLAN PHARMACEUTICALS ULC","clozapine 12,5 mg comprimé orodispersible",clozapine,ADDED
104348,02554658,GEN-CLOZAPINE (clozapine 25 mg comprimé orodispersible) MYLAN PHARMACEUTICALS ULC,clozapine 25 mg comprimé orodispersible,clozapine,ADDED
104349,02554666,GEN-CLOZAPINE (clozapine 50 mg comprimé orodispersible) MYLAN PHARMACEUTICALS ULC,clozapine 50 mg comprimé orodispersible,clozapine,ADDED
104350,02554674,GEN-CLOZAPINE (clozapine 100 mg comprimé orodispersible) MYLAN PHARMACEUTICALS ULC,clozapine 100 mg comprimé orodispersible,clozapine,ADDED
104351,02554682,GEN-CLOZAPINE (clozapine 200 mg comprimé orodispersible) MYLAN PHARMACEUTICALS ULC,clozapine 200 mg comprimé orodispersible,clozapine,ADDED
104365,02554836,NB-PREGABALIN (prégabaline 25 mg capsule orale) NB PHARMA INC.,prégabaline 25 mg capsule orale,prégabaline,ADDED
