drug_code,mp_code,mp_formal_name,mp_fr_description,changes
2317,00358495,ODANS LIQUOR CARBONIS DETERGENS (coal tar 20 % cutaneous solution) ODAN LABORATORIES LTD,ODANS LIQUOR CARBONIS DETERGENS (goudron de houille 20 % solution pour application cutanée) ODAN LABORATORIES LTD,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19761231"" -> ""20250612"""
3348,00463221,LYSODREN (mitotane 500 mg oral tablet) ESTEVE PHARMACEUTICALS S.A.,LYSODREN (mitotane 500 mg comprimé oral) ESTEVE PHARMACEUTICALS S.A.,"mp_formal_name: ""LYSODREN (mitotane 500 mg oral tablet) H̲R̲A̲ ̲P̲H̲A̲R̲M̲A̲ ̲R̲A̲R̲E̲ ̲D̲I̲S̲E̲A̲S̲E̲S̲"" -> ""LYSODREN (mitotane 500 mg oral tablet) E̲S̲T̲E̲V̲E̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲S̲.̲A̲.̲""
mp_fr_description: ""LYSODREN (mitotane 500 mg comprimé oral) H̲R̲A̲ ̲P̲H̲A̲R̲M̲A̲ ̲R̲A̲R̲E̲ ̲D̲I̲S̲E̲A̲S̲E̲S̲"" -> ""LYSODREN (mitotane 500 mg comprimé oral) E̲S̲T̲E̲V̲E̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲S̲.̲A̲.̲"""
5254,00559393,TYLENOL REGULAR STRENGTH (acetaminophen 325 mg oral tablet) KENVUE CANADA INC.,TYLENOL REGULAR STRENGTH (acétaminophène 325 mg comprimé oral) KENVUE CANADA INC.,"mp_formal_name: ""TYLENOL REGULAR STRENGTH (acetaminophen 325 mg oral tablet) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL REGULAR STRENGTH (acetaminophen 325 mg oral tablet) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲""
mp_fr_description: ""TYLENOL REGULAR STRENGTH (acétaminophène 325 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL REGULAR STRENGTH (acétaminophène 325 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
5475,00507407,DALMACOL (alcohol anhydrous 0.25 mL per 5 mL and doxylamine succinate 6 mg per 5 mL and etafedrin hydrochloride 16.65 mg per 5 mL and hydrocodone bitartrate 1.65 mg per 5 mL and sodium citrate 200 mg per 5 mL syrup) LABORATOIRE ATLAS INC,"DALMACOL (alcool anhydre 0,25 mL par 5 mL et succinate de doxylamine 6 mg par 5 mL et chlorhydrate d'étafédrine 16,65 mg par 5 mL et bitartrate d'hydrocodone 1,65 mg par 5 mL et citrate de sodium 200 mg par 5 mL sirop) LABORATOIRE ATLAS INC","mp_status_effective_time: ""20180706"" -> ""20250423"""
6512,00648019,PRO-METOPROLOL (metoprolol tartrate 50 mg oral tablet) PRO DOC LIMITEE,PRO-METOPROLOL (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""METOPROLOL-L"" -> ""PRO-METOPROLOL""
mp_formal_name: ""METOPROLOL̲-̲L (metoprolol tartrate 50 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲METOPROLOL (metoprolol tartrate 50 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""METOPROLOL̲-̲L (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲METOPROLOL (tartrate de métoprolol 50 mg comprimé oral) PRO DOC LIMITEE"""
6513,00648027,PRO-METOPROLOL-L (metoprolol tartrate 100 mg oral tablet) PRO DOC LIMITEE,PRO-METOPROLOL-L (tartrate de métoprolol 100 mg comprimé oral) PRO DOC LIMITEE,"Health_Canada_product_name: ""METOPROLOL-L"" -> ""PRO-METOPROLOL-L""
mp_formal_name: ""METOPROLOL-L (metoprolol tartrate 100 mg oral tablet) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲METOPROLOL-L (metoprolol tartrate 100 mg oral tablet) PRO DOC LIMITEE""
mp_fr_description: ""METOPROLOL-L (tartrate de métoprolol 100 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲METOPROLOL-L (tartrate de métoprolol 100 mg comprimé oral) PRO DOC LIMITEE"""
8597,00723894,TYLENOL REGULAR STRENGTH CAPLETS (acetaminophen 325 mg oral tablet) KENVUE CANADA INC.,TYLENOL REGULAR STRENGTH CAPLETS (acétaminophène 325 mg comprimé oral) KENVUE CANADA INC.,"mp_formal_name: ""TYLENOL REGULAR STRENGTH CAPLETS (acetaminophen 325 mg oral tablet) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL REGULAR STRENGTH CAPLETS (acetaminophen 325 mg oral tablet) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲""
mp_fr_description: ""TYLENOL REGULAR STRENGTH CAPLETS (acétaminophène 325 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL REGULAR STRENGTH CAPLETS (acétaminophène 325 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
12016,01901885,YOHIMBINE TAB 5.4MG (yohimbine hydrochloride 5.4 mg oral tablet) ODAN LABORATORIES LTD,"YOHIMBINE TAB 5.4MG (chlorhydrate de yohimbine 5,4 mg comprimé oral) ODAN LABORATORIES LTD","mp_status_effective_time: ""20201031"" -> ""20201101"""
12575,00885533,YOHIMBINE HYDROCHLORIDE TAB 2MG (yohimbine hydrochloride 2 mg oral tablet) ODAN LABORATORIES LTD,YOHIMBINE HYDROCHLORIDE TAB 2MG (chlorhydrate de yohimbine 2 mg comprimé oral) ODAN LABORATORIES LTD,"mp_status_effective_time: ""20200603"" -> ""20200604"""
12887,01947923,DUVOID (bethanechol chloride 50 mg oral tablet) ENDO OPERATIONS LTD.,DUVOID (chlorure de béthanéchol 50 mg comprimé oral) ENDO OPERATIONS LTD.,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19921231"" -> ""20250606"""
