drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
41867,00884553,TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) ENDO OPERATIONS LTD.,acétaminophène 80 mg par 5 mL sirop,acétaminophène,"mp_fr_description: ""TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
41869,00875988,TEMPRA INFANT DROPS (acétaminophène 80 mg par mL gouttes orales) ENDO OPERATIONS LTD.,acétaminophène 80 mg par mL gouttes orales,acétaminophène,"mp_fr_description: ""TEMPRA INFANT DROPS (acétaminophène 80 mg par mL gouttes orales) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TEMPRA INFANT DROPS (acétaminophène 80 mg par mL gouttes orales) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
50484,02231176,ROBAXACET EXTRA STRENGTH (acétaminophène 500 mg et méthocarbamol 400 mg comprimé oral) HALEON CANADA ULC,acétaminophène 500 mg et méthocarbamol 400 mg comprimé oral,acétaminophène et méthocarbamol,"mp_fr_description: ""ROBAXACET EXTRA STRENGTH (acétaminophène 500 mg et méthocarbamol 400 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ROBAXACET EXTRA STRENGTH (acétaminophène 500 mg et méthocarbamol 400 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
61546,02238155,CODULAX TABLETS (bisacodyl 5 mg comprimé oral) SIGMA LIFE SCIENCES INC.,bisacodyl 5 mg comprimé oral,bisacodyl,"mp_fr_description: ""CODULAX TABLETS (bisacodyl 5 mg comprimé oral) T̲A̲N̲T̲A̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲"" -> ""CODULAX TABLETS (bisacodyl 5 mg comprimé oral) S̲I̲G̲M̲A̲ ̲L̲I̲F̲E̲ ̲S̲C̲I̲E̲N̲C̲E̲S̲ ̲I̲N̲C̲.̲"""
62616,02239160,ZINCOFAX EXTRA STRENGTH (pétrolatum blanc 47 % et oxyde de zinc 40 % pommade cutanée) ENDO OPERATIONS LTD.,pétrolatum blanc 47 % et oxyde de zinc 40 % pommade cutanée,pétrolatum blanc et oxyde de zinc,"mp_fr_description: ""ZINCOFAX EXTRA STRENGTH (pétrolatum blanc 47 % et oxyde de zinc 40 % pommade cutanée) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""ZINCOFAX EXTRA STRENGTH (pétrolatum blanc 47 % et oxyde de zinc 40 % pommade cutanée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
62617,02239162,ZINCOFAX (pétrolatum blanc 69 % et oxyde de zinc 15 % pommade cutanée) ENDO OPERATIONS LTD.,pétrolatum blanc 69 % et oxyde de zinc 15 % pommade cutanée,pétrolatum blanc et oxyde de zinc,"mp_fr_description: ""ZINCOFAX (pétrolatum blanc 69 % et oxyde de zinc 15 % pommade cutanée) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""ZINCOFAX (pétrolatum blanc 69 % et oxyde de zinc 15 % pommade cutanée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
71178,02246951,"SENNA S. TABLETS (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) SIGMA LIFE SCIENCES INC.","docusate sodique 50 mg et sennosides 8,6 mg comprimé oral",docusate et sennosides,"mp_fr_description: ""SENNA S. TABLETS (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) T̲A̲N̲T̲A̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲"" -> ""SENNA S. TABLETS (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) S̲I̲G̲M̲A̲ ̲L̲I̲F̲E̲ ̲S̲C̲I̲E̲N̲C̲E̲S̲ ̲I̲N̲C̲.̲"""
73989,02254727,TEVA-TERBINAFINE (terbinafine (chlorhydrate de terbinafine) 250 mg comprimé oral) TEVA CANADA LIMITED,terbinafine (chlorhydrate de terbinafine) 250 mg comprimé oral,terbinafine,"mp_fr_description: ""A̲C̲T̲ ̲TERBINAFINE (terbinafine (chlorhydrate de terbinafine) 250 mg comprimé oral) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲TERBINAFINE (terbinafine (chlorhydrate de terbinafine) 250 mg comprimé oral) TEVA CANADA LIMITED"""
75157,02266121,"SATIVEX (cannabidiol 2,5 mg par actionnement et tétrahydrocannabinol 2,7 mg par actionnement vaporisation buccale) JAZZ PHARMACEUTICALS OPERATIONS UK LIMITED","cannabidiol 2,5 mg par actionnement et tétrahydrocannabinol 2,7 mg par actionnement vaporisation buccale",cannabidiol et tétrahydrocannabinol,"mp_fr_description: ""SATIVEX (cannabidiol 2,5 mg par actionnement et tétrahydrocannabinol 2,7 mg par actionnement vaporisation buccale) G̲W̲ ̲P̲H̲A̲R̲M̲A̲ LIMITED"" -> ""SATIVEX (cannabidiol 2,5 mg par actionnement et tétrahydrocannabinol 2,7 mg par actionnement vaporisation buccale) J̲A̲Z̲Z̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲U̲K̲ LIMITED"""
75882,02273330,NYQUIL KIDS COUGH & COLD (maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL solution orale) PROCTER & GAMBLE INC,maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL solution orale,chlorphéniramine et dextrométhorphane,"mp_fr_description: ""V̲I̲C̲K̲S̲ ̲C̲H̲I̲L̲D̲R̲E̲N̲'̲S̲ ̲N̲Y̲Q̲U̲I̲L̲ ̲C̲O̲L̲D̲ ̲&̲ ̲C̲O̲U̲G̲H̲ ̲M̲U̲L̲T̲I̲-̲S̲Y̲M̲P̲T̲O̲M̲ ̲R̲E̲L̲I̲E̲F̲ (maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL solution orale) PROCTER & GAMBLE INC"" -> ""N̲Y̲Q̲U̲I̲L̲ ̲K̲I̲D̲S̲ ̲C̲O̲U̲G̲H̲ ̲&̲ ̲C̲O̲L̲D̲ (maléate de chlorphéniramine 2 mg par 15 mL et bromhydrate de dextrométhorphane 15 mg par 15 mL solution orale) PROCTER & GAMBLE INC"""
