drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"101145","MARKETED","2024-09-23","APPROVED","2024-07-08","02522314"
"101146","MARKETED","2024-09-23","APPROVED","2024-07-08","02522322"
"101147","MARKETED","2024-09-23","APPROVED","2024-07-08","02522330"
"101148","MARKETED","2024-09-23","APPROVED","2024-07-08","02522349"
"101786","MARKETED","2024-10-08","APPROVED","2022-07-08","02528657"
"101790","MARKETED","2024-10-07","APPROVED","2022-07-08","02528703"
"101791","MARKETED","2024-10-07","APPROVED","2022-07-08","02528711"
"101793","MARKETED","2024-10-08","APPROVED","2022-07-08","02528746"
"101794","MARKETED","2024-10-08","APPROVED","2022-07-08","02528754"
"101806","MARKETED","2024-10-07","APPROVED","2022-07-08","02528886"
"101901","MARKETED","2024-10-10","APPROVED","2022-08-10","02529777"
"101941","MARKETED","2024-06-13","APPROVED","2022-08-24","02530228"
"101956","MARKETED","2024-10-08","APPROVED","2022-09-02","02530392"
"101963","MARKETED","2024-10-07","APPROVED","2022-09-02","02530449"
"101964","MARKETED","2024-10-07","APPROVED","2022-09-02","02530457"
"102056","MARKETED","2024-10-08","APPROVED","2022-09-29","02531429"
"102199","MARKETED","2024-10-02","APPROVED","2022-11-25","02532999"
"102202","MARKETED","2024-10-02","APPROVED","2022-11-25","02533006"
"102260","MARKETED","2024-08-13","APPROVED","2024-08-13","02533626"
"102648","MARKETED","2024-10-07","APPROVED","2023-05-03","02537699"
"102870","MARKETED","2024-10-15","APPROVED","2023-07-27","02539977"
"102871","MARKETED","2024-10-15","APPROVED","2023-07-27","02539985"
"102873","MARKETED","2024-10-01","APPROVED","2023-07-27","02540002"
"102874","MARKETED","2024-10-01","APPROVED","2023-07-27","02540010"
"102875","MARKETED","2024-10-01","APPROVED","2023-07-27","02540029"
"102876","MARKETED","2024-10-15","APPROVED","2023-07-27","02540037"
"102877","MARKETED","2024-10-15","APPROVED","2023-07-27","02540045"
"103060","MARKETED","2024-10-08","APPROVED","2023-10-04","02542005"
"103132","MARKETED","2024-09-17","APPROVED","2023-10-30","02542781"
"103146","MARKETED","2024-10-16","APPROVED","2023-11-08","02542943"
"103232","MARKETED","2024-09-10","APPROVED","2023-12-12","02543893"
"103240","MARKETED","2024-07-22","APPROVED","2023-12-18","02543990"
"103260","MARKETED","2024-09-20","APPROVED","2023-12-20","02544075"
"103270","MARKETED","2024-09-26","APPROVED","2023-12-28","02544172"
"103346","MARKETED","2024-10-08","APPROVED","2024-01-30","02544822"
"103347","MARKETED","2024-10-08","APPROVED","2024-01-30","02544830"
"103392","MARKETED","2024-09-25","APPROVED","2024-02-08","02545136"
"103393","MARKETED","2024-09-25","APPROVED","2024-02-08","02545144"
"103407","MARKETED","2024-09-30","APPROVED","2024-02-14","02545292"
"103408","MARKETED","2024-09-30","APPROVED","2024-02-14","02545306"
