drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"636","134","SOLUTION","ADDED","00151866"
"2541","134","SOLUTION","ADDED","00375780"
"100391","85","TABLET","ADDED","02514591"
"66292","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02242541"
"104146","134","SOLUTION","ADDED","02552493"
"104145","134","SOLUTION","ADDED","02552485"
"100636","85","TABLET","ADDED","02517027"
"104107","12","DROPS","ADDED","02552418"
"104157","85","TABLET","ADDED","02552620"
"104139","105","WIPE","ADDED","02552442"
"104093","5","CAPSULE","ADDED","02552256"
"104155","5","CAPSULE","ADDED","02552582"
"104099","85","TABLET","ADDED","02552310"
"66290","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02242539"
"89564","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02411008"
"104096","5","CAPSULE","ADDED","02552280"
"89563","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02410990"
"66291","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02242540"
"104169","134","SOLUTION","ADDED","02552736"
"104160","109","TABLET (DELAYED-RELEASE)","ADDED","02552612"
"104152","175","FOAM","ADDED","02552566"
"50696","85","TABLET","ADDED","02231385"
"100393","85","TABLET","ADDED","02514613"
"104162","85","TABLET","ADDED","02552655"
"103590","85","TABLET","ADDED","02547279"
"100637","85","TABLET","ADDED","02517035"
"636","34","LIQUID","REMOVED","00151866"
"103977","85","TABLET","ADDED","02551012"
"103979","85","TABLET","ADDED","02551039"
"104063","85","TABLET","ADDED","02551934"
"635","134","SOLUTION","ADDED","00151874"
"104101","5","CAPSULE","ADDED","02552337"
"85947","82","SYRUP","ADDED","02374277"
"66292","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02242541"
"2541","34","LIQUID","REMOVED","00375780"
"104092","85","TABLET","ADDED","02552248"
"103978","85","TABLET","ADDED","02551020"
"3804","134","SOLUTION","ADDED","00479934"
"50698","85","TABLET","ADDED","02231387"
"104160","56","POWDER FOR SOLUTION","ADDED","02552612"
"50697","85","TABLET","ADDED","02231386"
"104143","134","SOLUTION","ADDED","02552469"
"3804","34","LIQUID","REMOVED","00479934"
"104168","134","SOLUTION","ADDED","02552728"
"100635","85","TABLET","ADDED","02517019"
"104109","9","CREAM","ADDED","02552434"
"104094","5","CAPSULE","ADDED","02552264"
"104153","109","TABLET (DELAYED-RELEASE)","ADDED","02552574"
"104105","134","SOLUTION","ADDED","02552388"
"104095","5","CAPSULE","ADDED","02552272"
"104160","32","KIT","ADDED","02552612"
"104158","85","TABLET","ADDED","02552639"
"85947","34","LIQUID","REMOVED","02374277"
"104104","134","SOLUTION","ADDED","02552361"
"103550","98","SPRAY","ADDED","02546825"
"100392","85","TABLET","ADDED","02514605"
"100203","85","TABLET","ADDED","02512777"
"2506","34","LIQUID","REMOVED","00375799"
"104163","36","LOTION","ADDED","02552663"
"66289","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02242538"
"104144","134","SOLUTION","ADDED","02552477"
"104150","56","POWDER FOR SOLUTION","ADDED","02552531"
"104148","56","POWDER FOR SOLUTION","ADDED","02552515"
"100204","85","TABLET","ADDED","02512785"
"104091","82","SYRUP","ADDED","02552221"
"66290","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02242539"
"104100","85","TABLET","ADDED","02552329"
"104103","134","SOLUTION","ADDED","02552353"
"104149","134","SOLUTION","ADDED","02552523"
"104165","134","SOLUTION","ADDED","02552698"
"104098","85","TABLET","ADDED","02552302"
"103547","85","TABLET","ADDED","02546795"
"104161","36","LOTION","ADDED","02552647"
"66289","106","CAPSULE (CONTROLLED-DELIVERY)","ADDED","02242538"
"104147","134","SOLUTION","ADDED","02552507"
"104043","36","LOTION","ADDED","02551713"
"103730","85","TABLET","ADDED","02548410"
"66291","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02242540"
"89563","85","TABLET","ADDED","02410990"
"104108","109","TABLET (DELAYED-RELEASE)","ADDED","02552426"
"2506","134","SOLUTION","ADDED","00375799"
"100205","85","TABLET","ADDED","02512793"
"103019","85","TABLET","ADDED","02541556"
"104142","134","SOLUTION","ADDED","02552450"
"104154","114","GEL","ADDED","02552590"
"635","34","LIQUID","REMOVED","00151874"
"103292","85","TABLET","ADDED","02544369"
"89564","85","TABLET","ADDED","02411008"
