ntp_code,ntp_formal_name,changes
96125b3922a813addc8cf7922c2d17c9,testosterone undecanoate 237 mg oral capsule,ADDED
9012844,miconazole nitrate 100 mg pessary with miconazole nitrate 2 % cutaneous cream,DELETED
9005006,ibuprofen 400 mg and methocarbamol 500 mg oral tablet,DELETED
9015117,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 1.8 mL vial","ntp_status_effective_time: ""20231023"" -> ""20240924"""
9003312,alprostadil 500 mcg urethral stick,"ntp_status_effective_time: ""20250509"" -> ""20260520"""
9009396,ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with lactose oral tablet,DELETED
9012639,nadroparin calcium 11400 unit per 0.6 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
cf6cd3c1a91122db67c208a42e2bf1b7,onabotulinumtoxinA 100 unit per vial NA,ADDED
c46cb6787aaeb9b23fb88b23cfa26d54,ethinyl estradiol 10 mcg oral tablet with ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with lactose oral tablet,ADDED
030dda79d32c9dc12a0b985071244a0b,semaglutide 1.34 mg per mL solution for injection,ADDED
3644f4cc8440e8cd600d04b905a56bed,miconazole nitrate 2 % cutaneous cream with miconazole nitrate 100 mg pessary,ADDED
9009374,ethinyl estradiol 10 mcg and norethindrone acetate 1 mg oral tablet with ethinyl estradiol 10 mcg oral tablet with lactose oral tablet,DELETED
9013289,ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet with ethinyl estradiol 10 mcg oral tablet,DELETED
5ac911fc0e8f86e010000dc8a72b8613,ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet with lactose oral tablet,ADDED
9015112,"SARSCoV2 S-protein mRNA, 5'(m7G-5'-ppp-5'-Gm), 3'polyA 0.1 mg per mL dispersion for injection 2.5 mL vial","ntp_status_effective_time: ""20230918"" -> ""20240924"""
9012846,miconazole nitrate 400 mg pessary with miconazole nitrate 2 % cutaneous cream,DELETED
9013891,onabotulinumtoxinA 100 unit per vial powder for solution for injection,"ntp_status_effective_time: ""19921231"" -> ""20010507"""
9012644,nadroparin calcium 3800 unit per 0.4 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
9012641,nadroparin calcium 1900 unit per 0.2 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
9009395,ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet,DELETED
4cfb2f08e66644a03cf0d2be3b382801,ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet,ADDED
9002626,articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.01 mg per mL solution for injection,ADDED
11db6ca41f4bf1738c759f701ad4f1fc,acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral capsule with acetaminophen 250 mg and dextromethorphan hydrobromide 10 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg oral capsule,ADDED
9012845,miconazole nitrate 1200 mg pessary with miconazole nitrate 2 % cutaneous cream,DELETED
9014475,mecasermin 40 mg per 4 mL solution for injection vial,DELETED
9012645,nadroparin calcium 5700 unit per 0.6 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
180a0084bfd17d4b3193e212e0b11c25,onabotulinumtoxinA 200 unit per vial NA,ADDED
6bf286760322f0bbc560be610dfee70c,miconazole nitrate 2 % cutaneous cream with miconazole nitrate 400 mg pessary,ADDED
9012646,nadroparin calcium 9500 unit per 1 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
9014894,lidocaine (lidocaine hydrochloride) 0.8 % cutaneous gel,"ntp_status_effective_time: ""20180305"" -> ""20210217"""
af45fed2994379c39360d182091aa2cd,guselkumab 100 mg per mL solution for injection,ADDED
9015329,"ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 1000 mg prolonged-release oral tablet",DELETED
9003311,alprostadil 250 mcg urethral stick,"ntp_status_effective_time: ""20250509"" -> ""20260520"""
9012643,nadroparin calcium 2850 unit per 0.3 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
9001235,duloxetine (duloxetine hydrochloride) 60 mg gastro-resistant capsule,"ntp_status_effective_time: ""20080118"" -> ""20160502"""
9009387,ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet with lactose oral tablet,DELETED
85aaa4ceb0ea21f554ab681fc4c9ec80,ustekinumab 5 mg per mL solution for injection,ADDED
9012642,nadroparin calcium 19000 unit per 1 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
9001234,duloxetine (duloxetine hydrochloride) 30 mg gastro-resistant capsule,"ntp_status_effective_time: ""20080118"" -> ""20160502"""
9002625,articaine hydrochloride 40 mg per mL and epinephrine (epinephrine bitartrate) 0.005 mg per mL solution for injection,ADDED
4d8907f624bae071f0cea3c056661af9,miconazole nitrate 2 % cutaneous cream with miconazole nitrate 1200 mg pessary,ADDED
9014988,semaglutide 0.68 mg per mL solution for injection,ADDED
9013253,acetaminophen 250 mg and dextromethorphan hydrobromide 10 mg and guaifenesin 100 mg and pseudoephedrine hydrochloride 30 mg oral capsule with acetaminophen 325 mg and dextromethorphan hydrobromide 15 mg and doxylamine succinate 6.25 mg and pseudoephedrine hydrochloride 30 mg oral capsule,DELETED
006a78e5187148b15e1516308379a1d9,ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet with lactose oral tablet,ADDED
9015187,carmustine 300 mg per 3 mL solution for injection vial,DELETED
9015330,"ciprofloxacin (ciprofloxacin, ciprofloxacin hydrochloride) 500 mg prolonged-release oral tablet",DELETED
9014931,onabotulinumtoxinA 200 unit per vial powder for solution for injection,DELETED
9009386,ethinyl estradiol 30 mcg and levonorgestrel 50 mcg oral tablet with ethinyl estradiol 40 mcg and levonorgestrel 750 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 125 mcg oral tablet,DELETED
9015118,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
31fd222a8882d6b0fccdb8a88e13778f,testosterone undecanoate 198 mg oral capsule,ADDED
9003310,alprostadil 1000 mcg urethral stick,"ntp_status_effective_time: ""20250509"" -> ""20260520"""
e3df9b3f6903ddcc0b667fd392662684,mecasermin 10 mg per mL solution for injection vial,ADDED
3a0d59d8152e6589a80cd005023e991c,onabotulinumtoxinA 50 unit per vial NA,ADDED
5fe0e43ff0e974b61f658bff8edb9304,budesonide 0.25 mg per mL nebulizer suspension,ADDED
891e4f6d17e9b5cf64d4effa2e0f5608,ethinyl estradiol 35 mcg and norethindrone 0.5 mg oral tablet with ethinyl estradiol 35 mcg and norethindrone 1 mg oral tablet,ADDED
9015116,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 10 mcg per 0.3 mL suspension for injection 0.3 mL vial","ntp_status_effective_time: ""20231023"" -> ""20240924"""
9003170,hypromellose 3 mg per mL ophthalmic drops,"ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19971017"" -> ""20190426"""
9014874,onabotulinumtoxinA 50 unit per vial powder for solution for injection,DELETED
9015186,carmustine 100 mg per 1 mL solution for injection vial,DELETED
50244542ecfd1b6e92026b17168acae4,ethinyl estradiol 10 mcg oral tablet with ethinyl estradiol 30 mcg and levonorgestrel 150 mcg oral tablet,ADDED
9012640,nadroparin calcium 15200 unit per 0.8 mL solution for injection syringe,"ntp_status_effective_time: ""20251008"" -> ""20260521"""
9015119,"SARSCoV2 S-protein mRNA, 5'[m27,3'-oGppp(m12'-O)ApG], 3'polyA+linker 30 mcg per 0.3 mL suspension for injection 1.8 mL vial","ntp_status_effective_time: ""20231010"" -> ""20240924"""
0dc04a021dde0bbca53249fefa74da97,testosterone undecanoate 158 mg oral capsule,ADDED
