drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"4388","MARKETED","2025-07-07","DORMANT","2022-10-24","00476714"
"94142","MARKETED","2025-03-31","APPROVED","2022-11-25","02454734"
"94457","MARKETED","2025-06-01","APPROVED","2016-09-09","02457520"
"94634","MARKETED","2025-07-15","APPROVED","2016-11-18","02459159"
"101295","MARKETED","2025-06-25","APPROVED","2021-12-30","02523906"
"101464","MARKETED","2025-03-03","APPROVED","2022-03-01","02525631"
"101467","MARKETED","2025-07-10","APPROVED","2022-03-02","02525720"
"101876","MARKETED","2025-07-01","APPROVED","2025-02-19","02529483"
"101993","MARKETED","2025-07-02","APPROVED","2022-09-15","02530775"
"101994","MARKETED","2025-07-02","APPROVED","2022-09-15","02530783"
"101995","MARKETED","2025-07-02","APPROVED","2022-09-15","02530791"
"101996","MARKETED","2025-07-02","APPROVED","2022-09-15","02530805"
"101999","MARKETED","2025-07-02","APPROVED","2022-09-15","02530813"
"102001","MARKETED","2025-07-02","APPROVED","2022-09-15","02530848"
"102002","MARKETED","2025-07-02","APPROVED","2022-09-15","02530856"
"102020","MARKETED","2023-12-08","APPROVED","2022-09-22","02531143"
"102295","MARKETED","2025-06-11","APPROVED","2022-12-21","02534002"
"102346","MARKETED","2023-10-13","APPROVED","2023-01-17","02534541"
"102400","MARKETED","2025-07-17","APPROVED","2024-06-03","02535122"
"102401","MARKETED","2025-07-17","APPROVED","2024-06-03","02535130"
"102402","MARKETED","2025-07-17","APPROVED","2024-06-03","02535149"
"102403","MARKETED","2025-07-17","APPROVED","2024-06-03","02535157"
"102404","MARKETED","2025-07-17","APPROVED","2024-06-03","02535165"
"102405","MARKETED","2025-07-17","APPROVED","2024-06-03","02535173"
"102406","MARKETED","2025-07-17","APPROVED","2024-06-03","02535181"
"102561","MARKETED","2024-03-01","APPROVED","2023-03-31","02536889"
"102708","MARKETED","2025-01-27","APPROVED","2023-05-26","02538350"
"103118","MARKETED","2025-05-09","APPROVED","2023-10-25","02542633"
"103206","MARKETED","2025-07-01","APPROVED","2023-11-30","02543591"
"103358","MARKETED","2025-07-01","APPROVED","2024-01-31","02544962"
"103444","MARKETED","2025-06-16","APPROVED","2024-03-01","02545691"
"103467","MARKETED","2025-07-11","APPROVED","2024-03-04","02545950"
"103517","MARKETED","2025-07-01","APPROVED","2024-03-18","02546485"
"103546","MARKETED","2024-05-21","APPROVED","2024-03-27","02546787"
"103673","MARKETED","2025-07-22","APPROVED","2024-05-17","02547805"
"103674","MARKETED","2025-07-22","APPROVED","2024-05-17","02547813"
"103675","MARKETED","2025-07-22","APPROVED","2024-05-17","02547821"
"103731","MARKETED","2025-05-05","APPROVED","2024-06-05","02548429"
"103734","MARKETED","2025-06-10","APPROVED","2024-06-13","02548461"
"103736","MARKETED","2025-05-05","APPROVED","2024-06-07","02548496"
"103815","MARKETED","2025-07-07","APPROVED","2024-06-28","02549360"
"103876","MARKETED","2025-07-10","APPROVED","2024-07-15","02549956"
"103888","MARKETED","2025-07-21","APPROVED","2024-07-19","02550075"
"103999","MARKETED","2025-07-18","APPROVED","2024-09-04","02551268"
"104039","MARKETED","2025-07-07","APPROVED","2024-09-12","02551667"
"104041","MARKETED","2025-06-30","APPROVED","2024-09-16","02551683"
"104089","MARKETED","2025-06-15","APPROVED","2024-09-27","02552205"
"104093","MARKETED","2025-07-11","APPROVED","2024-10-02","02552256"
"104094","MARKETED","2025-07-11","APPROVED","2024-10-02","02552264"
"104095","MARKETED","2025-07-11","APPROVED","2024-10-02","02552272"
"104096","MARKETED","2025-07-11","APPROVED","2024-10-02","02552280"
"104192","MARKETED","2025-07-14","APPROVED","2024-11-15","02552957"
"104227","MARKETED","2025-06-24","APPROVED","2024-11-15","02553325"
