drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
810,00074500,VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) KNIGHT THERAPEUTICS INC.,clioquinol 3 % et hydrocortisone 1 % crème cutanée,clioquinol et hydrocortisone,"mp_fr_description: ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
2133,00026123,"SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) INOVA PHARMACEUTICALS (AUSTRALIA) PTY LIMITED","docusate sodique 50 mg et sennosides 8,6 mg comprimé oral",docusate et sennosides,"mp_fr_description: ""SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) INOVA PHARMACEUTICALS (S̲I̲N̲G̲A̲P̲O̲R̲E̲)̲ ̲P̲T̲E̲.̲ ̲L̲T̲D̲.̲"" -> ""SENOKOT S (docusate sodique 50 mg et sennosides 8,6 mg comprimé oral) INOVA PHARMACEUTICALS (A̲U̲S̲T̲R̲A̲L̲I̲A̲)̲ ̲P̲T̲Y̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
5128,00582344,ACCUTANE (isotrétinoïne 10 mg capsule orale) CHEPLAPHARM SCHWEIZ GMBH,isotrétinoïne 10 mg capsule orale,isotrétinoïne,"mp_fr_description: ""ACCUTANE̲ ̲R̲O̲C̲H̲E (isotrétinoïne 10 mg capsule orale) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ACCUTANE (isotrétinoïne 10 mg capsule orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲S̲C̲H̲W̲E̲I̲Z̲ ̲G̲M̲B̲H̲"""
5129,00582352,ACCUTANE (isotrétinoïne 40 mg capsule orale) CHEPLAPHARM SCHWEIZ GMBH,isotrétinoïne 40 mg capsule orale,isotrétinoïne,"mp_fr_description: ""ACCUTANE̲ ̲R̲O̲C̲H̲E (isotrétinoïne 40 mg capsule orale) H̲O̲F̲F̲M̲A̲N̲N̲-̲L̲A̲ ̲R̲O̲C̲H̲E̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ACCUTANE (isotrétinoïne 40 mg capsule orale) C̲H̲E̲P̲L̲A̲P̲H̲A̲R̲M̲ ̲S̲C̲H̲W̲E̲I̲Z̲ ̲G̲M̲B̲H̲"""
5255,00559407,TYLENOL EXTRA STRENGTH (acétaminophène 500 mg comprimé oral) KENVUE CANADA INC.,acétaminophène 500 mg comprimé oral,acétaminophène,"mp_fr_description: ""TYLENOL EXTRA STRENGTH (acétaminophène 500 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL EXTRA STRENGTH (acétaminophène 500 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
9904,00828793,PRO-ATENOLOL (aténolol 100 mg comprimé oral) PRO DOC LIMITEE,aténolol 100 mg comprimé oral,aténolol,"mp_fr_description: ""ATENOLOL (aténolol 100 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ATENOLOL (aténolol 100 mg comprimé oral) PRO DOC LIMITEE"""
9905,00828807,PRO-ATENOLOL (aténolol 50 mg comprimé oral) PRO DOC LIMITEE,aténolol 50 mg comprimé oral,aténolol,"mp_fr_description: ""ATENOLOL (aténolol 50 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲ATENOLOL (aténolol 50 mg comprimé oral) PRO DOC LIMITEE"""
13865,00863270,TYLENOL RAPID RELEASE (acétaminophène 500 mg comprimé oral) KENVUE CANADA INC.,acétaminophène 500 mg comprimé oral,acétaminophène,"mp_fr_description: ""TYLENOL RAPID RELEASE (acétaminophène 500 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL RAPID RELEASE (acétaminophène 500 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
60147,02236857,PRO-DOMPERIDONE (dompéridone (maléate de dompéridone) 10 mg comprimé oral) PRO DOC LIMITEE,dompéridone (maléate de dompéridone) 10 mg comprimé oral,dompéridone,"mp_fr_description: ""DOMPERIDONE-̲1̲0̲ (dompéridone (maléate de dompéridone) 10 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲DOMPERIDONE (dompéridone (maléate de dompéridone) 10 mg comprimé oral) PRO DOC LIMITEE"""
62325,02238885,TYLENOL ARTHRITIS PAIN 8H (acétaminophène 650 mg comprimé oral à libération prolongée) KENVUE CANADA INC.,acétaminophène 650 mg comprimé oral à libération prolongée,acétaminophène,"mp_fr_description: ""TYLENOL ARTHRITIS PAIN 8H (acétaminophène 650 mg comprimé oral à libération prolongée) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""TYLENOL ARTHRITIS PAIN 8H (acétaminophène 650 mg comprimé oral à libération prolongée) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
