drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100939","MARKETED","2024-03-18","APPROVED","2021-09-13","02520176"
"101691","MARKETED","2024-03-27","APPROVED","2022-06-02","02527715"
"101694","MARKETED","2024-04-10","APPROVED","2022-06-01","02527766"
"101763","MARKETED","2024-04-09","APPROVED","2022-06-27","02528401"
"101765","MARKETED","2024-03-28","APPROVED","2022-06-30","02528509"
"101773","MARKETED","2024-04-02","APPROVED","2022-06-30","02528517"
"101774","MARKETED","2024-03-28","APPROVED","2022-06-30","02528525"
"101775","MARKETED","2024-04-02","APPROVED","2022-06-30","02528533"
"101776","MARKETED","2024-04-22","APPROVED","2022-06-30","02528541"
"101948","MARKETED","2024-04-05","APPROVED","2022-08-31","02530295"
"101949","MARKETED","2024-04-05","APPROVED","2022-08-31","02530309"
"102089","MARKETED","2024-03-28","APPROVED","2023-04-13","02531798"
"102090","MARKETED","2024-03-28","APPROVED","2023-04-13","02531801"
"102174","MARKETED","2024-02-26","APPROVED","2022-11-21","02532727"
"102357","MARKETED","2024-03-28","APPROVED","2023-01-25","02534665"
"102380","MARKETED","2024-04-24","APPROVED","2023-02-03","02534916"
"102498","MARKETED","2024-04-08","APPROVED","2023-03-16","02536188"
"102499","MARKETED","2024-04-08","APPROVED","2023-03-16","02536196"
"102500","MARKETED","2024-04-08","APPROVED","2023-03-16","02536218"
"102501","MARKETED","2024-04-08","APPROVED","2023-03-16","02536226"
"102557","MARKETED","2024-04-08","APPROVED","2023-03-31","02536846"
"102587","MARKETED","2024-04-01","APPROVED","2023-04-06","02537141"
"102592","MARKETED","2024-03-28","APPROVED","2023-04-13","02537184"
"102593","MARKETED","2024-03-28","APPROVED","2023-04-13","02537192"
"102622","MARKETED","2024-03-28","APPROVED","2023-04-26","02537516"
"102666","MARKETED","2024-04-23","APPROVED","2023-05-16","02537907"
"102667","MARKETED","2024-04-23","APPROVED","2023-05-16","02537915"
