tm_code,tm_formal_name,changes
8000352,tamsulosin,"tm_status_effective_time: ""20051011"" -> ""20070221"""
8001208,itraconazole,"tm_status_effective_time: ""19931231"" -> ""19970728"""
8001605,calcitonin salmon,DELETED
8002071,plerixafor,"tm_status_effective_time: ""20120326"" -> ""20230831"""
