tm_code,tm_formal_name,changes
8001434,argatroban,"tm_status: ""INACTIVE"" -> ""ACTIVE""
tm_status_effective_time: ""20240731"" -> ""20020613"""
8002487,raxtozinameran,DELETED
8001940,sodium oxybate,DELETED
8002343,caplacizumab,DELETED
8001687,teriflunomide,"tm_status_effective_time: ""20131115"" -> ""20220516"""
8001211,lamivudine and zidovudine,"tm_status_effective_time: ""19981208"" -> ""20120604"""
