drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100185","MARKETED","2021-12-01","APPROVED","2021-11-05","02512572"
"100239","MARKETED","2021-11-23","APPROVED","2021-11-23","02513153"
"100289","MARKETED","2021-06-27","APPROVED","2021-03-12","02513706"
"100595","MARKETED","2021-12-27","APPROVED","2021-06-04","02516616"
"100596","MARKETED","2021-12-27","APPROVED","2021-06-04","02516624"
"100597","MARKETED","2021-12-27","APPROVED","2021-06-04","02516632"
"100598","MARKETED","2021-12-27","APPROVED","2021-06-04","02516640"
"100599","MARKETED","2021-12-27","APPROVED","2021-06-04","02516659"
"100600","MARKETED","2021-12-16","APPROVED","2021-06-08","02516667"
"100633","MARKETED","2021-11-15","APPROVED","2021-06-14","02516993"
"100696","MARKETED","2021-12-21","APPROVED","2021-06-29","02517582"
"100738","MARKETED","2021-12-03","APPROVED","2021-07-15","02518058"
"101157","MARKETED","2021-11-22","APPROVED","2021-11-19","02522454"
"87165","MARKETED","2021-11-18","DORMANT","2021-09-02","02386062"
"87787","MARKETED","2021-11-26","APPROVED","2018-06-29","02392615"
"92726","MARKETED","2021-12-07","APPROVED","2020-08-24","02442809"
"92727","MARKETED","2021-11-19","APPROVED","2020-08-24","02442817"
"92729","MARKETED","2021-11-19","APPROVED","2020-08-24","02442825"
"95045","MARKETED","2021-12-22","APPROVED","2017-03-28","02462656"
"95046","MARKETED","2021-12-22","APPROVED","2017-03-28","02462664"
"95845","MARKETED","2021-12-23","CANCELLED POST MARKET","2019-01-02","02469650"
"96316","MARKETED","2021-12-02","APPROVED","2018-03-12","02473763"
"96715","MARKETED","2021-12-23","APPROVED","2018-07-20","02479192"
"96938","MARKETED","2021-12-01","APPROVED","2021-11-04","02478609"
"97497","MARKETED","2021-12-01","APPROVED","2021-11-23","02484684"
"97498","MARKETED","2021-12-01","APPROVED","2021-11-23","02484692"
"98368","MARKETED","2021-12-16","APPROVED","2019-11-04","02493683"
"98369","MARKETED","2021-12-16","APPROVED","2019-11-04","02493691"
"98968","MARKETED","2021-11-22","APPROVED","2020-06-04","02499975"
"99410","MARKETED","2021-06-27","APPROVED","2020-09-04","02504707"
"99411","MARKETED","2021-06-27","APPROVED","2020-09-03","02504715"
"99654","MARKETED","2021-11-08","APPROVED","2020-10-23","02507137"
"100025","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-01-13","02511002"
"100036","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-01-14","02511134"
"100045","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-01-15","02511223"
"100079","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-01-25","02511606"
"100115","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-01-29","02511983"
"100138","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-02-01","02512165"
"100353","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-03-25","02514389"
"100505","CANCELLED (UNRETURNED ANNUAL)","2021-12-20","APPROVED","2021-05-04","02515660"
"100537","CANCELLED PRE MARKET","2021-12-08","APPROVED","2021-05-14","02516012"
"100705","CANCELLED PRE MARKET","2021-12-08","APPROVED","2021-06-30","02517671"
"100729","CANCELLED PRE MARKET","2021-12-08","APPROVED","2021-07-08","02517949"
"100879","CANCELLED PRE MARKET","2021-12-08","APPROVED","2021-08-25","02519542"
"101057","CANCELLED PRE MARKET","2021-12-08","APPROVED","2021-10-13","02521377"
