drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
868,00074454,"LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) ENDO OPERATIONS LTD.","clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques",clioquinol et fluméthasone,"mp_fr_description: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
6754,00594644,STATEX (sulfate de morphine 10 mg comprimé oral) ENDO OPERATIONS LTD.,sulfate de morphine 10 mg comprimé oral,morphine,"mp_fr_description: ""STATEX ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (sulfate de morphine 10 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (sulfate de morphine 10 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
6755,00594652,STATEX (sulfate de morphine 5 mg comprimé oral) ENDO OPERATIONS LTD.,sulfate de morphine 5 mg comprimé oral,morphine,"mp_fr_description: ""STATEX ̲T̲A̲B̲ ̲5̲M̲G̲ (sulfate de morphine 5 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (sulfate de morphine 5 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
7394,00704431,ANDROCUR (acétate de cyprotérone 50 mg comprimé oral) AMDIPHARM LIMITED,acétate de cyprotérone 50 mg comprimé oral,cyprotérone,"mp_fr_description: ""ANDROCUR (acétate de cyprotérone 50 mg comprimé oral) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR (acétate de cyprotérone 50 mg comprimé oral) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
11880,00704423,ANDROCUR DEPOT (acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule) AMDIPHARM LIMITED,acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule,cyprotérone,"mp_fr_description: ""ANDROCUR DEPOT (acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR DEPOT (acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
13452,01933531,ADVIL CAPLETS (ibuprofène 200 mg comprimé oral) HALEON CANADA ULC,ibuprofène 200 mg comprimé oral,ibuprofène,"mp_fr_description: ""ADVIL CAPLETS (ibuprofène 200 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL CAPLETS (ibuprofène 200 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
13625,01933558,ADVIL TABLETS (ibuprofène 200 mg comprimé oral) HALEON CANADA ULC,ibuprofène 200 mg comprimé oral,ibuprofène,"mp_fr_description: ""ADVIL TABLETS (ibuprofène 200 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL TABLETS (ibuprofène 200 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
29542,02106272,TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) ENDO OPERATIONS LTD.,chlorhydrate de labétalol 100 mg comprimé oral,labétalol,"mp_fr_description: ""TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
29543,02106280,TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) ENDO OPERATIONS LTD.,chlorhydrate de labétalol 200 mg comprimé oral,labétalol,"mp_fr_description: ""TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
42388,02046040,CHILDREN'S TYLENOL (acétaminophène 160 mg par 5 mL suspension orale) KENVUE CANADA INC.,acétaminophène 160 mg par 5 mL suspension orale,acétaminophène,"mp_fr_description: ""CHILDREN'S TYLENOL (acétaminophène 160 mg par 5 mL suspension orale) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""CHILDREN'S TYLENOL (acétaminophène 160 mg par 5 mL suspension orale) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
62021,02238593,MUSE (alprostadil 250 mcg bâton pour usage urétral) ENDO OPERATIONS LTD.,alprostadil 250 mcg bâton pour usage urétral,alprostadil,"mp_fr_description: ""MUSE (alprostadil 250 mcg bâton pour usage urétral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""MUSE (alprostadil 250 mcg bâton pour usage urétral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
62022,02238594,MUSE (alprostadil 500 mcg bâton pour usage urétral) ENDO OPERATIONS LTD.,alprostadil 500 mcg bâton pour usage urétral,alprostadil,"mp_fr_description: ""MUSE (alprostadil 500 mcg bâton pour usage urétral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""MUSE (alprostadil 500 mcg bâton pour usage urétral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
62023,02238595,MUSE (alprostadil 1000 mcg bâton pour usage urétral) ENDO OPERATIONS LTD.,alprostadil 1000 mcg bâton pour usage urétral,alprostadil,"mp_fr_description: ""MUSE (alprostadil 1000 mcg bâton pour usage urétral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""MUSE (alprostadil 1000 mcg bâton pour usage urétral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
68562,02244577,ADVIL EXTRA STRENGTH CAPLETS (ibuprofène 400 mg comprimé oral) HALEON CANADA ULC,ibuprofène 400 mg comprimé oral,ibuprofène,"mp_fr_description: ""ADVIL EXTRA STRENGTH CAPLETS (ibuprofène 400 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL EXTRA STRENGTH CAPLETS (ibuprofène 400 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
