drug_code,mp_code,mp_formal_name,mp_fr_description,changes
868,00074454,LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) ENDO OPERATIONS LTD.,"LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) ENDO OPERATIONS LTD.","mp_formal_name: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % and flumethasone pivalate 0.02 % otic drops) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.""
mp_fr_description: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
6524,00655686,NAPROXEN-375 (naproxen 375 mg oral tablet) PRO DOC LIMITEE,NAPROXEN-375 (naproxène 375 mg comprimé oral) PRO DOC LIMITEE,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19851231"" -> ""20240617"""
6619,00657204,STIEVA-A (tretinoin 0.01 % cutaneous cream) GLAXOSMITHKLINE INC,"STIEVA-A (trétinoïne 0,01 % crème cutanée) GLAXOSMITHKLINE INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19861231"" -> ""20240325"""
6754,00594644,STATEX (morphine sulfate 10 mg oral tablet) ENDO OPERATIONS LTD.,STATEX (sulfate de morphine 10 mg comprimé oral) ENDO OPERATIONS LTD.,"Health_Canada_product_name: ""STATEX TAB 10MG"" -> ""STATEX""
mp_formal_name: ""STATEX ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (morphine sulfate 10 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (morphine sulfate 10 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.""
mp_fr_description: ""STATEX ̲T̲A̲B̲ ̲1̲0̲M̲G̲ (sulfate de morphine 10 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (sulfate de morphine 10 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
6755,00594652,STATEX (morphine sulfate 5 mg oral tablet) ENDO OPERATIONS LTD.,STATEX (sulfate de morphine 5 mg comprimé oral) ENDO OPERATIONS LTD.,"Health_Canada_product_name: ""STATEX TAB 5MG"" -> ""STATEX""
mp_formal_name: ""STATEX ̲T̲A̲B̲ ̲5̲M̲G̲ (morphine sulfate 5 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (morphine sulfate 5 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.""
mp_fr_description: ""STATEX ̲T̲A̲B̲ ̲5̲M̲G̲ (sulfate de morphine 5 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""STATEX (sulfate de morphine 5 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
7394,00704431,ANDROCUR (cyproterone acetate 50 mg oral tablet) AMDIPHARM LIMITED,ANDROCUR (acétate de cyprotérone 50 mg comprimé oral) AMDIPHARM LIMITED,"mp_formal_name: ""ANDROCUR (cyproterone acetate 50 mg oral tablet) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR (cyproterone acetate 50 mg oral tablet) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲""
mp_fr_description: ""ANDROCUR (acétate de cyprotérone 50 mg comprimé oral) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR (acétate de cyprotérone 50 mg comprimé oral) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲"""
11880,00704423,ANDROCUR DEPOT (cyproterone acetate 300 mg per 3 mL solution for injection ampoule) AMDIPHARM LIMITED,ANDROCUR DEPOT (acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule) AMDIPHARM LIMITED,"mp_formal_name: ""ANDROCUR DEPOT (cyproterone acetate 300 mg per 3 mL solution for injection ampoule) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR DEPOT (cyproterone acetate 300 mg per 3 mL solution for injection ampoule) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲""
mp_fr_description: ""ANDROCUR DEPOT (acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule) B̲A̲Y̲E̲R̲ ̲I̲N̲C̲"" -> ""ANDROCUR DEPOT (acétate de cyprotérone 300 mg par 3 mL solution injectable ampoule) A̲M̲D̲I̲P̲H̲A̲R̲M̲ ̲L̲I̲M̲I̲T̲E̲D̲""
mp_status_effective_time: ""20241212"" -> ""20250508"""
13452,01933531,ADVIL CAPLETS (ibuprofen 200 mg oral tablet) HALEON CANADA ULC,ADVIL CAPLETS (ibuprofène 200 mg comprimé oral) HALEON CANADA ULC,"mp_formal_name: ""ADVIL CAPLETS (ibuprofen 200 mg oral tablet) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL CAPLETS (ibuprofen 200 mg oral tablet) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC""
mp_fr_description: ""ADVIL CAPLETS (ibuprofène 200 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL CAPLETS (ibuprofène 200 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
13625,01933558,ADVIL TABLETS (ibuprofen 200 mg oral tablet) HALEON CANADA ULC,ADVIL TABLETS (ibuprofène 200 mg comprimé oral) HALEON CANADA ULC,"mp_formal_name: ""ADVIL TABLETS (ibuprofen 200 mg oral tablet) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL TABLETS (ibuprofen 200 mg oral tablet) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC""
mp_fr_description: ""ADVIL TABLETS (ibuprofène 200 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL TABLETS (ibuprofène 200 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
29542,02106272,TRANDATE (labetalol hydrochloride 100 mg oral tablet) ENDO OPERATIONS LTD.,TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) ENDO OPERATIONS LTD.,"mp_formal_name: ""TRANDATE (labetalol hydrochloride 100 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRANDATE (labetalol hydrochloride 100 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.""
mp_fr_description: ""TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
29543,02106280,TRANDATE (labetalol hydrochloride 200 mg oral tablet) ENDO OPERATIONS LTD.,TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) ENDO OPERATIONS LTD.,"mp_formal_name: ""TRANDATE (labetalol hydrochloride 200 mg oral tablet) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRANDATE (labetalol hydrochloride 200 mg oral tablet) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲.""
mp_fr_description: ""TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
42388,02046040,CHILDREN'S TYLENOL (acetaminophen 160 mg per 5 mL oral suspension) KENVUE CANADA INC.,CHILDREN'S TYLENOL (acétaminophène 160 mg par 5 mL suspension orale) KENVUE CANADA INC.,"mp_formal_name: ""CHILDREN'S TYLENOL (acetaminophen 160 mg per 5 mL oral suspension) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""CHILDREN'S TYLENOL (acetaminophen 160 mg per 5 mL oral suspension) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲""
mp_fr_description: ""CHILDREN'S TYLENOL (acétaminophène 160 mg par 5 mL suspension orale) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""CHILDREN'S TYLENOL (acétaminophène 160 mg par 5 mL suspension orale) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
43223,02217511,APO-LISINOPRIL (lisinopril 20 mg oral tablet) APOTEX INC,APO-LISINOPRIL (lisinopril 20 mg comprimé oral) APOTEX INC,"mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19961030"" -> ""20250407"""
