drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
12887,01947923,DUVOID (chlorure de béthanéchol 50 mg comprimé oral) KNIGHT THERAPEUTICS INC.,chlorure de béthanéchol 50 mg comprimé oral,béthanéchol,"mp_fr_description: ""DUVOID (chlorure de béthanéchol 50 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""DUVOID (chlorure de béthanéchol 50 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
17824,02092832,"METROGEL 0.75% (métronidazole 0,75 % gel cutané) GALDERMA CANADA INC.","métronidazole 0,75 % gel cutané",métronidazole,"mp_fr_description: ""METROGEL 0.75% (métronidazole 0,75 % gel cutané) GALDERMA CANADA INC"" -> ""METROGEL 0.75% (métronidazole 0,75 % gel cutané) GALDERMA CANADA INC.̲"""
20107,02148749,"DIFFERIN (adapalène 0,1 % gel cutané) GALDERMA CANADA INC.","adapalène 0,1 % gel cutané",adapalène,"mp_fr_description: ""DIFFERIN (adapalène 0,1 % gel cutané) GALDERMA CANADA INC"" -> ""DIFFERIN (adapalène 0,1 % gel cutané) GALDERMA CANADA INC.̲"""
29542,02106272,TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) KNIGHT THERAPEUTICS INC.,chlorhydrate de labétalol 100 mg comprimé oral,labétalol,"mp_fr_description: ""TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TRANDATE (chlorhydrate de labétalol 100 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
29543,02106280,TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) KNIGHT THERAPEUTICS INC.,chlorhydrate de labétalol 200 mg comprimé oral,labétalol,"mp_fr_description: ""TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TRANDATE (chlorhydrate de labétalol 200 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
42879,02185938,PEPCID AC (famotidine 10 mg comprimé oral) KENVUE CANADA INC.,famotidine 10 mg comprimé oral,famotidine,"mp_fr_description: ""PEPCID AC (famotidine 10 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""PEPCID AC (famotidine 10 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
43076,02212153,IMITREX DF (sumatriptan (succinate de sumatriptan) 50 mg comprimé oral) GLAXOSMITHKLINE INC,sumatriptan (succinate de sumatriptan) 50 mg comprimé oral,sumatriptan,"mp_fr_description: ""IMITREX DF ̲-̲ ̲T̲A̲B̲ ̲5̲0̲M̲G̲ (sumatriptan (succinate de sumatriptan) 50 mg comprimé oral) GLAXOSMITHKLINE INC"" -> ""IMITREX DF (sumatriptan (succinate de sumatriptan) 50 mg comprimé oral) GLAXOSMITHKLINE INC"""
43445,02226839,"METROCREAM - CRM 0.75% (métronidazole 0,75 % crème cutanée) GALDERMA CANADA INC.","métronidazole 0,75 % crème cutanée",métronidazole,"mp_fr_description: ""METROCREAM - CRM 0.75% (métronidazole 0,75 % crème cutanée) GALDERMA CANADA INC"" -> ""METROCREAM - CRM 0.75% (métronidazole 0,75 % crème cutanée) GALDERMA CANADA INC.̲"""
50959,02231592,"DIFFERIN (adapalène 0,1 % crème cutanée) GALDERMA CANADA INC.","adapalène 0,1 % crème cutanée",adapalène,"mp_fr_description: ""DIFFERIN (adapalène 0,1 % crème cutanée) GALDERMA CANADA INC"" -> ""DIFFERIN (adapalène 0,1 % crème cutanée) GALDERMA CANADA INC.̲"""
63341,02239853,ALLEGRA-D (chlorhydrate de fexofénadine 60 mg et chlorhydrate de pseudoéphédrine 120 mg comprimé oral à libération prolongée) SANOFI CONSUMER HEALTH INC,chlorhydrate de fexofénadine 60 mg et chlorhydrate de pseudoéphédrine 120 mg comprimé oral à libération prolongée,fexofénadine et pseudoéphédrine,"mp_fr_description: ""ALLEGRA-D (chlorhydrate de fexofénadine 60 mg et chlorhydrate de pseudoéphédrine 120 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée) SANOFI CONSUMER HEALTH INC"" -> ""ALLEGRA-D (chlorhydrate de fexofénadine 60 mg et chlorhydrate de pseudoéphédrine 120 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée) SANOFI CONSUMER HEALTH INC""
ntp_code: ""9013554"" -> ""9015301""
ntp_fr_description: ""chlorhydrate de fexofénadine 60 mg et chlorhydrate de pseudoéphédrine 120 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée"" -> ""chlorhydrate de fexofénadine 60 mg et chlorhydrate de pseudoéphédrine 120 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée"""
65795,02242119,AGGRENOX (acide acétylsalicylique 25 mg et dipyridamole 200 mg capsule orale à libération prolongée) BOEHRINGER INGELHEIM (CANADA) LTD LTEE,acide acétylsalicylique 25 mg et dipyridamole 200 mg capsule orale à libération prolongée,acide acétylsalicylique et dipyridamole,"mp_fr_description: ""AGGRENOX (acide acétylsalicylique 25 mg et dipyridamole 200 mg capsule orale à libération m̲o̲d̲i̲f̲i̲ée) BOEHRINGER INGELHEIM (CANADA) LTD LTEE"" -> ""AGGRENOX (acide acétylsalicylique 25 mg et dipyridamole 200 mg capsule orale à libération p̲r̲o̲l̲o̲n̲g̲ée) BOEHRINGER INGELHEIM (CANADA) LTD LTEE""
ntp_code: ""9012774"" -> ""9015291""
ntp_fr_description: ""acide acétylsalicylique 25 mg et dipyridamole 200 mg capsule orale à libération m̲o̲d̲i̲f̲i̲ée"" -> ""acide acétylsalicylique 25 mg et dipyridamole 200 mg capsule orale à libération p̲r̲o̲l̲o̲n̲g̲ée"""
66915,02243053,PEPCID COMPLETE (carbonate de calcium 800 mg et famotidine 10 mg et hydroxyde de magnésium 165 mg comprimé à croquer) KENVUE CANADA INC.,carbonate de calcium 800 mg et famotidine 10 mg et hydroxyde de magnésium 165 mg comprimé à croquer,carbonate de calcium et famotidine et hydroxyde de magnésium,"mp_fr_description: ""PEPCID COMPLETE (carbonate de calcium 800 mg et famotidine 10 mg et hydroxyde de magnésium 165 mg comprimé à croquer) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""PEPCID COMPLETE (carbonate de calcium 800 mg et famotidine 10 mg et hydroxyde de magnésium 165 mg comprimé à croquer) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
69200,02245185,IMODIUM COMPLETE (chlorhydrate de lopéramide 2 mg et siméticone 125 mg comprimé oral) KENVUE CANADA INC.,chlorhydrate de lopéramide 2 mg et siméticone 125 mg comprimé oral,lopéramide et siméticone,"mp_fr_description: ""IMODIUM COMPLETE (chlorhydrate de lopéramide 2 mg et siméticone 125 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""IMODIUM COMPLETE (chlorhydrate de lopéramide 2 mg et siméticone 125 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
71189,02246962,PYLERA (oxyde de bismuth (sous-citrate de bismuth potassique) 40 mg et métronidazole 125 mg et chlorhydrate de tétracycline 125 mg capsule orale) LABORATOIRES JUVISE PHARMACEUTICALS,oxyde de bismuth (sous-citrate de bismuth potassique) 40 mg et métronidazole 125 mg et chlorhydrate de tétracycline 125 mg capsule orale,oxyde de bismuth et métronidazole et tétracycline,ADDED
72225,02247916,"CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération prolongée) BAYER INC","ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération prolongée",ciprofloxacine,"mp_fr_description: ""CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée) BAYER INC"" -> ""CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée) BAYER INC""
ntp_code: ""9014453"" -> ""9015330""
ntp_fr_description: ""ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée"" -> ""ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 500 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée"""
73669,02251787,"CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération prolongée) BAYER INC","ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération prolongée",ciprofloxacine,"mp_fr_description: ""CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée) BAYER INC"" -> ""CIPRO XL (ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée) BAYER INC""
ntp_code: ""9014452"" -> ""9015329""
ntp_fr_description: ""ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée"" -> ""ciprofloxacine (ciprofloxacine, chlorhydrate de ciprofloxacine) 1000 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée"""
73930,02254409,GRAVOL IMMEDIATE RELEASE & LONG ACTING CAPLETS (dimenhydrinate 100 mg comprimé oral à libération prolongée) CHURCH & DWIGHT CANADA CORP,dimenhydrinate 100 mg comprimé oral à libération prolongée,dimenhydrinate,"mp_fr_description: ""GRAVOL IMMEDIATE RELEASE & LONG ACTING CAPLETS (dimenhydrinate 100 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée) CHURCH & DWIGHT CANADA CORP"" -> ""GRAVOL IMMEDIATE RELEASE & LONG ACTING CAPLETS (dimenhydrinate 100 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée) CHURCH & DWIGHT CANADA CORP""
ntp_code: ""9004014"" -> ""9015295""
ntp_fr_description: ""dimenhydrinate 100 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée"" -> ""dimenhydrinate 100 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée"""
74161,02256371,"CLOBEX SHAMPOO (propionate de clobétasol 0,05 % shampoing) GALDERMA CANADA INC.","propionate de clobétasol 0,05 % shampoing",clobétasol,"mp_fr_description: ""CLOBEX SHAMPOO (propionate de clobétasol 0,05 % shampoing) GALDERMA CANADA INC"" -> ""CLOBEX SHAMPOO (propionate de clobétasol 0,05 % shampoing) GALDERMA CANADA INC.̲"""
74601,02260557,CLARITIN ALLERGY + SINUS EXTRA STRENGTH (loratadine 10 mg et sulfate de pseudoéphédrine 240 mg comprimé oral à libération prolongée) BAYER INC,loratadine 10 mg et sulfate de pseudoéphédrine 240 mg comprimé oral à libération prolongée,loratadine et pseudoéphédrine,"mp_fr_description: ""CLARITIN ALLERGY + SINUS EXTRA STRENGTH (loratadine 10 mg et sulfate de pseudoéphédrine 240 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée) BAYER INC"" -> ""CLARITIN ALLERGY + SINUS EXTRA STRENGTH (loratadine 10 mg et sulfate de pseudoéphédrine 240 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée) BAYER INC""
ntp_code: ""9013452"" -> ""9015306""
ntp_fr_description: ""loratadine 10 mg et sulfate de pseudoéphédrine 240 mg comprimé oral à libération m̲o̲d̲i̲f̲i̲ée"" -> ""loratadine 10 mg et sulfate de pseudoéphédrine 240 mg comprimé oral à libération p̲r̲o̲l̲o̲n̲g̲ée"""
75626,02270889,RIVA-ALENDRONATE (acide alendronique (alendronate sodique) 70 mg comprimé oral) LABORATOIRE RIVA INC.,acide alendronique (alendronate sodique) 70 mg comprimé oral,acide alendronique,"mp_fr_description: ""RIVA-ALENDRONATE ̲F̲C̲ (acide alendronique (alendronate sodique) 70 mg comprimé oral) LABORATOIRE RIVA INC."" -> ""RIVA-ALENDRONATE (acide alendronique (alendronate sodique) 70 mg comprimé oral) LABORATOIRE RIVA INC."""
75884,02273357,MAXIMUM STRENGTH PEPCID AC (famotidine 20 mg comprimé oral) KENVUE CANADA INC.,famotidine 20 mg comprimé oral,famotidine,"mp_fr_description: ""MAXIMUM STRENGTH PEPCID AC (famotidine 20 mg comprimé oral) M̲C̲N̲E̲I̲L̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲D̲I̲V̲I̲S̲I̲O̲N̲ ̲O̲F̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲&̲ ̲J̲O̲H̲N̲S̲O̲N̲ ̲I̲N̲C̲"" -> ""MAXIMUM STRENGTH PEPCID AC (famotidine 20 mg comprimé oral) K̲E̲N̲V̲U̲E̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
75946,02274000,"DIFFERIN XP (adapalène 0,3 % gel cutané) GALDERMA CANADA INC.","adapalène 0,3 % gel cutané",adapalène,"mp_fr_description: ""DIFFERIN XP (adapalène 0,3 % gel cutané) GALDERMA CANADA INC"" -> ""DIFFERIN XP (adapalène 0,3 % gel cutané) GALDERMA CANADA INC.̲"""
78139,02296039,TAPAZOLE (méthimazole 10 mg comprimé oral) KNIGHT THERAPEUTICS INC.,méthimazole 10 mg comprimé oral,méthimazole,"mp_fr_description: ""TAPAZOLE (méthimazole 10 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TAPAZOLE (méthimazole 10 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
78314,02297809,METROGEL 1% (métronidazole 1 % gel cutané) GALDERMA CANADA INC.,métronidazole 1 % gel cutané,métronidazole,"mp_fr_description: ""METROGEL 1% (métronidazole 1 % gel cutané) GALDERMA CANADA INC"" -> ""METROGEL 1% (métronidazole 1 % gel cutané) GALDERMA CANADA INC.̲"""
78510,02299739,"CLOBEX SPRAY (propionate de clobétasol 0,05 % vaporisation cutanée) GALDERMA CANADA INC.","propionate de clobétasol 0,05 % vaporisation cutanée",clobétasol,"mp_fr_description: ""CLOBEX SPRAY (propionate de clobétasol 0,05 % vaporisation cutanée) GALDERMA CANADA INC"" -> ""CLOBEX SPRAY (propionate de clobétasol 0,05 % vaporisation cutanée) GALDERMA CANADA INC.̲"""
78818,02302861,TEVA-PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 15 mg comprimé oral) TEVA CANADA LIMITED,pioglitazone (chlorhydrate de pioglitazone) 15 mg comprimé oral,pioglitazone,"mp_fr_description: ""A̲C̲T̲ ̲PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 15 mg comprimé oral) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 15 mg comprimé oral) TEVA CANADA LIMITED"""
78819,02302888,TEVA-PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 30 mg comprimé oral) TEVA CANADA LIMITED,pioglitazone (chlorhydrate de pioglitazone) 30 mg comprimé oral,pioglitazone,"mp_fr_description: ""A̲C̲T̲ ̲PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 30 mg comprimé oral) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 30 mg comprimé oral) TEVA CANADA LIMITED"""
78820,02302896,TEVA-PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 45 mg comprimé oral) TEVA CANADA LIMITED,pioglitazone (chlorhydrate de pioglitazone) 45 mg comprimé oral,pioglitazone,"mp_fr_description: ""A̲C̲T̲ ̲PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 45 mg comprimé oral) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲PIOGLITAZONE (pioglitazone (chlorhydrate de pioglitazone) 45 mg comprimé oral) TEVA CANADA LIMITED"""
80876,02323273,METVIX (aminolévulinate méthylique (chlorhydrate d'aminolévulinate méthylique) 168 mg par g crème cutanée) GALDERMA CANADA INC.,aminolévulinate méthylique (chlorhydrate d'aminolévulinate méthylique) 168 mg par g crème cutanée,acide aminolévulinique,"mp_fr_description: ""METVIX (aminolévulinate méthylique (chlorhydrate d'aminolévulinate méthylique) 168 mg par g crème cutanée) GALDERMA CANADA INC"" -> ""METVIX (aminolévulinate méthylique (chlorhydrate d'aminolévulinate méthylique) 168 mg par g crème cutanée) GALDERMA CANADA INC.̲"""
80993,02324482,PRO-CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) PRO DOC LIMITEE,clarithromycine 250 mg comprimé oral,clarithromycine,"mp_fr_description: ""CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲CLARITHROMYCIN (clarithromycine 250 mg comprimé oral) PRO DOC LIMITEE"""
80994,02324490,PRO-CLARITHROMYCIN (clarithromycine 500 mg comprimé oral) PRO DOC LIMITEE,clarithromycine 500 mg comprimé oral,clarithromycine,"mp_fr_description: ""CLARITHROMYCIN (clarithromycine 500 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲CLARITHROMYCIN (clarithromycine 500 mg comprimé oral) PRO DOC LIMITEE"""
82422,02338572,SILKIS (calcitriol 3 mcg par g pommade cutanée) GALDERMA CANADA INC.,calcitriol 3 mcg par g pommade cutanée,calcitriol,"mp_fr_description: ""SILKIS (calcitriol 3 mcg par g pommade cutanée) GALDERMA CANADA INC"" -> ""SILKIS (calcitriol 3 mcg par g pommade cutanée) GALDERMA CANADA INC.̲"""
85075,02365871,"TACTUPUMP (adapalène 0,1 % et peroxyde de benzoyle 2,5 % gel cutané) GALDERMA CANADA INC.","adapalène 0,1 % et peroxyde de benzoyle 2,5 % gel cutané",adapalène et peroxyde de benzoyle,"mp_fr_description: ""TACTUPUMP (adapalène 0,1 % et peroxyde de benzoyle 2,5 % gel cutané) GALDERMA CANADA INC"" -> ""TACTUPUMP (adapalène 0,1 % et peroxyde de benzoyle 2,5 % gel cutané) GALDERMA CANADA INC.̲"""
