drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
810,00074500,VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) ENDO OPERATIONS LTD.,clioquinol 3 % et hydrocortisone 1 % crème cutanée,clioquinol et hydrocortisone,"mp_fr_description: ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
19460,02086026,"FLORINEF (acétate de fludrocortisone 0,1 mg comprimé oral) ENDO OPERATIONS LTD.","acétate de fludrocortisone 0,1 mg comprimé oral",fludrocortisone,"mp_fr_description: ""FLORINEF (acétate de fludrocortisone 0,1 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""FLORINEF (acétate de fludrocortisone 0,1 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
67875,02243933,"LEVULAN KERASTICK (chlorhydrate d'acide aminolévulinique 20 % solution pour application cutanée 1,5 mL applicateur) SUN PHARMACEUTICAL INDUSTRIES, INC.","chlorhydrate d'acide aminolévulinique 20 % solution pour application cutanée 1,5 mL applicateur",acide aminolévulinique,"mp_fr_description: ""LEVULAN KERASTICK (chlorhydrate d'acide aminolévulinique 20 % solution pour application cutanée 1,5 mL applicateur) D̲U̲S̲A̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲S̲ ̲I̲N̲C̲"" -> ""LEVULAN KERASTICK (chlorhydrate d'acide aminolévulinique 20 % solution pour application cutanée 1,5 mL applicateur) S̲U̲N̲ ̲P̲H̲A̲R̲M̲A̲C̲E̲U̲T̲I̲C̲A̲L̲ ̲I̲N̲D̲U̲S̲T̲R̲I̲E̲S̲,̲ ̲I̲N̲C̲.̲"""
74760,02262215,"BURN RELIEF GEL WITH LIDOCAINE (chlorhydrate de lidocaïne 0,72 % gel cutané) PRIME ENTERPRISES, LLC","chlorhydrate de lidocaïne 0,72 % gel cutané",lidocaïne,"mp_fr_description: ""BURN RELIEF GEL WITH LIDOCAINE (chlorhydrate de lidocaïne 0,72 % gel cutané) PRIME ENTERPRISES, LLC.̲"" -> ""BURN RELIEF GEL WITH LIDOCAINE (chlorhydrate de lidocaïne 0,72 % gel cutané) PRIME ENTERPRISES, LLC"""
75421,02268817,"MEDICATED ACNE GEL (peroxyde de benzoyle 5 % gel cutané) PRIME ENTERPRISES, LLC",peroxyde de benzoyle 5 % gel cutané,peroxyde de benzoyle,"mp_fr_description: ""MEDICATED ACNE GEL (peroxyde de benzoyle 5 % gel cutané) PRIME ENTERPRISES, LLC.̲"" -> ""MEDICATED ACNE GEL (peroxyde de benzoyle 5 % gel cutané) PRIME ENTERPRISES, LLC"""
75893,02273446,"ORIGINAL EYE DROPS (chlorhydrate de tétrahydrozoline 0,05 % gouttes ophtalmiques) JUNO OTC INC","chlorhydrate de tétrahydrozoline 0,05 % gouttes ophtalmiques",tétrahydrozoline,"mp_fr_description: ""ORIGINAL EYE DROPS (chlorhydrate de tétrahydrozoline 0,05 % gouttes ophtalmiques) T̲E̲V̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""ORIGINAL EYE DROPS (chlorhydrate de tétrahydrozoline 0,05 % gouttes ophtalmiques) J̲U̲N̲O̲ ̲O̲T̲C̲ ̲I̲N̲C̲"""
82759,02342073,"AFTER SUN BURN RELIEF LIDOCAINE CONTINUOUS SPRAY (chlorhydrate de lidocaïne 1 % vaporisation cutanée) PRIME ENTERPRISES, LLC",chlorhydrate de lidocaïne 1 % vaporisation cutanée,lidocaïne,"mp_fr_description: ""AFTER SUN BURN RELIEF LIDOCAINE CONTINUOUS SPRAY (chlorhydrate de lidocaïne 1 % vaporisation cutanée) PRIME ENTERPRISES, LLC.̲"" -> ""AFTER SUN BURN RELIEF LIDOCAINE CONTINUOUS SPRAY (chlorhydrate de lidocaïne 1 % vaporisation cutanée) PRIME ENTERPRISES, LLC"""
88350,02398559,"LIDOCAINE HYDROCHLORIDE SOLUTION (chlorhydrate de lidocaïne 1 % vaporisation cutanée) PRIME ENTERPRISES, LLC",chlorhydrate de lidocaïne 1 % vaporisation cutanée,lidocaïne,"mp_fr_description: ""LIDOCAINE HYDROCHLORIDE SOLUTION (chlorhydrate de lidocaïne 1 % vaporisation cutanée) PRIME ENTERPRISES, LLC.̲"" -> ""LIDOCAINE HYDROCHLORIDE SOLUTION (chlorhydrate de lidocaïne 1 % vaporisation cutanée) PRIME ENTERPRISES, LLC"""
91806,02433702,NRA-FLUCONAZOLE-150 (fluconazole 150 mg capsule orale) NORA PHARMA INC,fluconazole 150 mg capsule orale,fluconazole,"mp_fr_description: ""P̲R̲I̲V̲A-FLUCONAZOLE (fluconazole 150 mg capsule orale) NORA PHARMA INC"" -> ""N̲R̲A-FLUCONAZOLE-̲1̲5̲0̲ (fluconazole 150 mg capsule orale) NORA PHARMA INC"""
92058,02436256,TEVA-LATANOPROST-TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) TEVA CANADA LIMITED,latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques,latanoprost et timolol,"mp_fr_description: ""A̲C̲T̲ ̲LATANOPROST/̲TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲LATANOPROST-̲TIMOLOL (latanoprost 50 mcg par mL et timolol (maléate de timolol) 5 mg par mL gouttes ophtalmiques) TEVA CANADA LIMITED"""
95250,02464349,ADLYXINE (lixisénatide 10 mcg par actionnement solution injectable stylo prérempli avec lixisénatide 20 mcg par actionnement solution injectable stylo prérempli) SANOFI-AVENTIS CANADA INC,lixisénatide 10 mcg par actionnement solution injectable stylo prérempli avec lixisénatide 20 mcg par actionnement solution injectable stylo prérempli,lixisénatide,"ntp_fr_description: ""lixisénatide 10 mcg par d̲é̲c̲l̲e̲n̲c̲h̲ement solution injectable stylo prérempli avec lixisénatide 20 mcg par d̲é̲c̲l̲e̲n̲c̲h̲ement solution injectable stylo prérempli"" -> ""lixisénatide 10 mcg par a̲c̲t̲i̲o̲n̲n̲ement solution injectable stylo prérempli avec lixisénatide 20 mcg par a̲c̲t̲i̲o̲n̲n̲ement solution injectable stylo prérempli"""
103664,02547716,M-RIZATRIPTAN (rizatriptan (benzoate de rizatriptan) 10 mg comprimé oral) MANTRA PHARMA INC,rizatriptan (benzoate de rizatriptan) 10 mg comprimé oral,rizatriptan,ADDED
103882,02550040,VOYDEYA 150 MG DOSE (danicopan 50 mg comprimé oral avec danicopan 100 mg comprimé oral) ALEXION PHARMA GMBH,danicopan 50 mg comprimé oral avec danicopan 100 mg comprimé oral,danicopan,ADDED
103886,02550059,VOYDEYA 200 MG DOSE (danicopan 100 mg comprimé oral) ALEXION PHARMA GMBH,danicopan 100 mg comprimé oral,danicopan,ADDED
103943,02550644,M-PIRFENIDONE (pirfénidone 267 mg comprimé oral) MANTRA PHARMA INC,pirfénidone 267 mg comprimé oral,pirfénidone,ADDED
103944,02550652,M-PIRFENIDONE (pirfénidone 801 mg comprimé oral) MANTRA PHARMA INC,pirfénidone 801 mg comprimé oral,pirfénidone,ADDED
103964,02550865,APO-TIOTROPIUM (tiotropium (bromure de tiotropium monohydraté) 18 mcg poudre pour inhalation en capsule) APOTEX INC,tiotropium (bromure de tiotropium) 18 mcg poudre pour inhalation en capsule,tiotropium,ADDED
104012,02551403,MIEBO (perfluorohexyloctane 100 % gouttes ophtalmiques) BAUSCH & LOMB INC,perfluorohexyloctane 100 % gouttes ophtalmiques,perfluorohexyloctane,ADDED
104029,02551551,IMDELLTRA (tarlatamab 1 mg par fiole poudre pour solution injectable avec agent stabilisant de solution) AMGEN CANADA INC,tarlatamab 1 mg par fiole poudre pour solution injectable avec agent stabilisant de solution,tarlatamab,ADDED
104030,02551578,IMDELLTRA (tarlatamab 10 mg par fiole poudre pour solution injectable avec agent stabilisant de solution) AMGEN CANADA INC,tarlatamab 10 mg par fiole poudre pour solution injectable avec agent stabilisant de solution,tarlatamab,ADDED
104065,02551950,"MOUNJARO KWIKPEN (tirzépatide 2,5 mg par actionnement solution injectable stylo prérempli) ELI LILLY CANADA INC","tirzépatide 2,5 mg par actionnement solution injectable stylo prérempli",tirzépatide,ADDED
104066,02551969,MOUNJARO KWIKPEN (tirzépatide 5 mg par actionnement solution injectable stylo prérempli) ELI LILLY CANADA INC,tirzépatide 5 mg par actionnement solution injectable stylo prérempli,tirzépatide,ADDED
104067,02551977,"MOUNJARO KWIKPEN (tirzépatide 7,5 mg par actionnement solution injectable stylo prérempli) ELI LILLY CANADA INC","tirzépatide 7,5 mg par actionnement solution injectable stylo prérempli",tirzépatide,ADDED
104068,02551985,MOUNJARO KWIKPEN (tirzépatide 10 mg par actionnement solution injectable stylo prérempli) ELI LILLY CANADA INC,tirzépatide 10 mg par actionnement solution injectable stylo prérempli,tirzépatide,ADDED
104069,02551993,"MOUNJARO KWIKPEN (tirzépatide 12,5 mg par actionnement solution injectable stylo prérempli) ELI LILLY CANADA INC","tirzépatide 12,5 mg par actionnement solution injectable stylo prérempli",tirzépatide,ADDED
104070,02552000,MOUNJARO KWIKPEN (tirzépatide 15 mg par actionnement solution injectable stylo prérempli) ELI LILLY CANADA INC,tirzépatide 15 mg par actionnement solution injectable stylo prérempli,tirzépatide,ADDED
104156,02552604,PMS-RUPATADINE (rupatadine (fumarate de rupatadine) 10 mg comprimé oral) PHARMASCIENCE INC,rupatadine (fumarate de rupatadine) 10 mg comprimé oral,rupatadine,ADDED
104193,02552965,OJJAARA (momélotinib (dichlorhydrate de momélotinib) 100 mg comprimé oral) GLAXOSMITHKLINE INC,momélotinib (dichlorhydrate de momélotinib) 100 mg comprimé oral,momélotinib,ADDED
104194,02552973,OJJAARA (momélotinib (dichlorhydrate de momélotinib) 150 mg comprimé oral) GLAXOSMITHKLINE INC,momélotinib (dichlorhydrate de momélotinib) 150 mg comprimé oral,momélotinib,ADDED
104195,02552981,OJJAARA (momélotinib (dichlorhydrate de momélotinib) 200 mg comprimé oral) GLAXOSMITHKLINE INC,momélotinib (dichlorhydrate de momélotinib) 200 mg comprimé oral,momélotinib,ADDED
104211,02553155,APO-RUPATADINE (rupatadine (fumarate de rupatadine) 10 mg comprimé oral) APOTEX INC,rupatadine (fumarate de rupatadine) 10 mg comprimé oral,rupatadine,ADDED
NA,02440466,"SODIUM NITRITE INJECTION, USP (nitrate de sodium 300 mg par 10 mL solution injectable fiole) HOPE PHARMACEUTICALS LTD",nitrate de sodium 300 mg par 10 mL solution injectable fiole,nitrate de sodium,DELETED
NA,02502895,"ANTHIM (obiltoxaximab 600 mg par 6 mL solution injectable fiole) ELUSYS THERAPEUTICS, INC.",obiltoxaximab 600 mg par 6 mL solution injectable fiole,obiltoxaximab,DELETED
NA,02522772,"TPOXX (técovirimat (técovirimat monohydraté) 200 mg capsule orale) SIGA TECHNOLOGIES, INC.",técovirimat 200 mg capsule orale,técovirimat,DELETED
