drug_code,route_of_administration_code,route_of_administration,status,drug_identification_number
"106527","49","INTRAVENOUS","ADDED","02562383"
"106442","49","INTRAVENOUS","ADDED","02561468"
"106466","65","SUBCUTANEOUS","ADDED","02561727"
"106454","56","ORAL","ADDED","02561581"
"106458","56","ORAL","ADDED","02561646"
"106399","49","INTRAVENOUS","ADDED","02560984"
"106503","55","OPHTHALMIC","ADDED","02562138"
"106460","56","ORAL","ADDED","02561662"
"106543","56","ORAL","ADDED","02562553"
"106476","56","ORAL","ADDED","02561832"
"106463","65","SUBCUTANEOUS","ADDED","02561697"
"106482","80","INTRAVITREAL","ADDED","02561891"
"106496","49","INTRAVENOUS","ADDED","02562049"
"106540","80","INTRAVITREAL","ADDED","02562529"
"106490","1","BLOCK/INFILTRATION","ADDED","02561980"
"106497","65","SUBCUTANEOUS","ADDED","02562057"
"106494","49","INTRAVENOUS","ADDED","02562022"
"106513","49","INTRAVENOUS","ADDED","02562235"
"106532","56","ORAL","ADDED","02562448"
"106451","49","INTRAVENOUS","ADDED","02561557"
"106480","9","DISINFECTANT (Hospital/HC Facilities)","ADDED","02561875"
"106462","56","ORAL","ADDED","02561689"
"106511","49","INTRAVENOUS","ADDED","02562219"
"106461","56","ORAL","ADDED","02561670"
"106467","65","SUBCUTANEOUS","ADDED","02561735"
"106445","56","ORAL","ADDED","02561492"
"106465","65","SUBCUTANEOUS","ADDED","02561719"
"106465","49","INTRAVENOUS","ADDED","02561719"
"106479","56","ORAL","ADDED","02561867"
"106399","22","INTRAMUSCULAR","ADDED","02560984"
"106430","56","ORAL","ADDED","02561336"
"106480","94","DISINFECTANT (Institutional/Industrial)","ADDED","02561875"
"106481","80","INTRAVITREAL","ADDED","02561883"
"106499","56","ORAL","ADDED","02562073"
"106439","56","ORAL","ADDED","02561425"
"106475","56","ORAL","ADDED","02561824"
"106452","56","ORAL","ADDED","02561565"
"106501","65","SUBCUTANEOUS","ADDED","02562103"
"106428","56","ORAL","ADDED","02561301"
"106519","56","ORAL","ADDED","02562308"
"106498","65","SUBCUTANEOUS","ADDED","02562065"
"106520","55","OPHTHALMIC","ADDED","02562316"
"106487","56","ORAL","ADDED","02561956"
"106518","56","ORAL","ADDED","02562294"
"106459","56","ORAL","ADDED","02561654"
"106514","62","RECTAL","ADDED","02562243"
"106526","55","OPHTHALMIC","ADDED","02562375"
"106453","55","OPHTHALMIC","ADDED","02561573"
"106506","56","ORAL","ADDED","02562162"
"106516","56","ORAL","ADDED","02562278"
"106486","56","ORAL","ADDED","02561948"
"106260","56","ORAL","ADDED","02559447"
"106531","70","TOPICAL","ADDED","02562421"
"106437","56","ORAL","ADDED","02561409"
"106525","62","RECTAL","ADDED","02562367"
"106466","49","INTRAVENOUS","ADDED","02561727"
"106546","56","ORAL","ADDED","02562596"
"106464","49","INTRAVENOUS","ADDED","02561700"
"106363","49","INTRAVENOUS","ADDED","02560585"
"8042","90","EXTRACORPOREAL","ADDED","00727520"
"106484","56","ORAL","ADDED","02561913"
"106440","22","INTRAMUSCULAR","ADDED","02561433"
"106399","65","SUBCUTANEOUS","ADDED","02560984"
"106469","56","ORAL","ADDED","02561751"
"106533","70","TOPICAL","ADDED","02562456"
"106468","56","ORAL","ADDED","02561743"
"106489","55","OPHTHALMIC","ADDED","02561972"
"106346","49","INTRAVENOUS","ADDED","02560399"
"106483","56","ORAL","ADDED","02561905"
"10497","92","0-UNASSIGNED","REMOVED","00060313"
"106493","56","ORAL","ADDED","02562014"
"106457","56","ORAL","ADDED","02561638"
"106513","22","INTRAMUSCULAR","ADDED","02562235"
"106477","56","ORAL","ADDED","02561840"
"106492","56","ORAL","ADDED","02562006"
"106467","49","INTRAVENOUS","ADDED","02561735"
"106464","65","SUBCUTANEOUS","ADDED","02561700"
"106500","65","SUBCUTANEOUS","ADDED","02562081"
"10497","90","EXTRACORPOREAL","ADDED","00060313"
"106512","62","RECTAL","ADDED","02562227"
"106517","56","ORAL","ADDED","02562286"
"106530","56","ORAL","ADDED","02562413"
"106523","56","ORAL","ADDED","02562340"
"106429","56","ORAL","ADDED","02561328"
"106491","1","BLOCK/INFILTRATION","ADDED","02561999"
"106446","56","ORAL","ADDED","02561506"
"106509","49","INTRAVENOUS","ADDED","02562197"
"106438","56","ORAL","ADDED","02561417"
"106515","56","ORAL","ADDED","02562251"
"101262","49","INTRAVENOUS","ADDED","02523531"
"106456","56","ORAL","ADDED","02561611"
"106502","49","INTRAVENOUS","ADDED","02562111"
"106441","49","INTRAVENOUS","ADDED","02561441"
"106478","56","ORAL","ADDED","02561859"
"106507","56","ORAL","ADDED","02562170"
"106545","56","ORAL","ADDED","02562588"
"106431","3","BUCCAL","ADDED","02561344"
"106505","56","ORAL","ADDED","02562154"
"106522","56","ORAL","ADDED","02562332"
"106539","80","INTRAVITREAL","ADDED","02562510"
"106427","56","ORAL","ADDED","02561298"
"106495","49","INTRAVENOUS","ADDED","02562030"
"106450","56","ORAL","ADDED","02561549"
"8042","92","0-UNASSIGNED","REMOVED","00727520"
"106541","70","TOPICAL","ADDED","02562537"
"106447","55","OPHTHALMIC","ADDED","02561514"
"106485","56","ORAL","ADDED","02561921"
