drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
2426,00370991,PRO-AMITRIPTYLINE (chlorhydrate d'amitriptyline 10 mg comprimé oral) PRO DOC LIMITEE,chlorhydrate d'amitriptyline 10 mg comprimé oral,amitriptyline,"mp_fr_description: ""AMITRIPTYLINE-̲1̲0̲ (chlorhydrate d'amitriptyline 10 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲AMITRIPTYLINE (chlorhydrate d'amitriptyline 10 mg comprimé oral) PRO DOC LIMITEE"""
2427,00371009,PRO-AMITRIPTYLINE (chlorhydrate d'amitriptyline 25 mg comprimé oral) PRO DOC LIMITEE,chlorhydrate d'amitriptyline 25 mg comprimé oral,amitriptyline,"mp_fr_description: ""AMITRIPTYLINE-̲2̲5̲ (chlorhydrate d'amitriptyline 25 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲AMITRIPTYLINE (chlorhydrate d'amitriptyline 25 mg comprimé oral) PRO DOC LIMITEE"""
3141,00456349,PRO-AMITRIPTYLINE (chlorhydrate d'amitriptyline 50 mg comprimé oral) PRO DOC LIMITEE,chlorhydrate d'amitriptyline 50 mg comprimé oral,amitriptyline,"mp_fr_description: ""AMITRIPTYLINE-̲5̲0̲ (chlorhydrate d'amitriptyline 50 mg comprimé oral) PRO DOC LIMITEE"" -> ""P̲R̲O̲-̲AMITRIPTYLINE (chlorhydrate d'amitriptyline 50 mg comprimé oral) PRO DOC LIMITEE"""
9940,00782491,AA-VERAP (chlorhydrate de vérapamil 120 mg comprimé oral) AA PHARMA INC,chlorhydrate de vérapamil 120 mg comprimé oral,vérapamil,"mp_fr_description: ""AP̲O̲-̲V̲E̲R̲A̲P̲ ̲T̲A̲B̲L̲E̲T̲ ̲1̲2̲0̲M̲G̲ (chlorhydrate de vérapamil 120 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲V̲E̲R̲A̲P̲ (chlorhydrate de vérapamil 120 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
10034,00782483,AA-VERAP (chlorhydrate de vérapamil 80 mg comprimé oral) AA PHARMA INC,chlorhydrate de vérapamil 80 mg comprimé oral,vérapamil,"mp_fr_description: ""AP̲O̲-̲V̲E̲R̲A̲P̲ ̲T̲A̲B̲ ̲8̲0̲M̲G̲ (chlorhydrate de vérapamil 80 mg comprimé oral) AP̲O̲T̲E̲X̲ INC"" -> ""AA̲-̲V̲E̲R̲A̲P̲ (chlorhydrate de vérapamil 80 mg comprimé oral) AA̲ ̲P̲H̲A̲R̲M̲A̲ INC"""
10706,00778869,NITROJECT (nitroglycérine 50 mg par 10 mL solution injectable fiole) JUNO PHARMA CANADA INC.,nitroglycérine 50 mg par 10 mL solution injectable fiole,nitroglycérine,"mp_fr_description: ""NITROJECT (nitroglycérine 50 mg par 10 mL solution injectable fiole) O̲M̲E̲G̲A̲ ̲L̲A̲B̲O̲R̲A̲T̲O̲R̲I̲E̲S̲ ̲L̲I̲M̲I̲T̲E̲D̲"" -> ""NITROJECT (nitroglycérine 50 mg par 10 mL solution injectable fiole) J̲U̲N̲O̲ ̲P̲H̲A̲R̲M̲A̲ ̲C̲A̲N̲A̲D̲A̲ ̲I̲N̲C̲.̲"""
12743,01946986,UNISOM (chlorhydrate de diphenhydramine 50 mg comprimé oral) KNIGHT THERAPEUTICS INC.,chlorhydrate de diphenhydramine 50 mg comprimé oral,diphenhydramine,"mp_fr_description: ""UNISOM (chlorhydrate de diphenhydramine 50 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""UNISOM (chlorhydrate de diphenhydramine 50 mg comprimé oral) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
14492,02036312,ADVIL COLD AND SINUS (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) HALEON CANADA ULC,ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral,ibuprofène et pseudoéphédrine,"mp_fr_description: ""ADVIL COLD AND SINUS (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ADVIL COLD AND SINUS (ibuprofène 200 mg et chlorhydrate de pseudoéphédrine 30 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
27528,02061597,UNISOM SLEEPGELS EXTRA STRENGTH (chlorhydrate de diphenhydramine 50 mg capsule orale) KNIGHT THERAPEUTICS INC.,chlorhydrate de diphenhydramine 50 mg capsule orale,diphenhydramine,"mp_fr_description: ""UNISOM SLEEPGELS EXTRA STRENGTH (chlorhydrate de diphenhydramine 50 mg capsule orale) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""UNISOM SLEEPGELS EXTRA STRENGTH (chlorhydrate de diphenhydramine 50 mg capsule orale) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
41867,00884553,TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) KNIGHT THERAPEUTICS INC.,acétaminophène 80 mg par 5 mL sirop,acétaminophène,"mp_fr_description: ""TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."" -> ""TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) K̲N̲I̲G̲H̲T̲ ̲T̲H̲E̲R̲A̲P̲E̲U̲T̲I̲C̲S̲ ̲I̲N̲C̲."""
