drug_code,mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
12942,01934767,ROBAXACET-8 (acétaminophène 325 mg et phosphate de codéine 8 mg et méthocarbamol 400 mg comprimé oral) HALEON CANADA ULC,acétaminophène 325 mg et phosphate de codéine 8 mg et méthocarbamol 400 mg comprimé oral,acétaminophène et codéine et méthocarbamol,"mp_fr_description: ""ROBAXACET-8 (acétaminophène 325 mg et phosphate de codéine 8 mg et méthocarbamol 400 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ROBAXACET-8 (acétaminophène 325 mg et phosphate de codéine 8 mg et méthocarbamol 400 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
13624,01932187,ROBAXIN 750 (méthocarbamol 750 mg comprimé oral) HALEON CANADA ULC,méthocarbamol 750 mg comprimé oral,méthocarbamol,"mp_fr_description: ""ROBAXIN 750 (méthocarbamol 750 mg comprimé oral) G̲L̲A̲X̲O̲S̲M̲I̲T̲H̲K̲L̲I̲N̲E̲ ̲C̲O̲N̲S̲U̲M̲E̲R̲ ̲H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ULC"" -> ""ROBAXIN 750 (méthocarbamol 750 mg comprimé oral) H̲A̲L̲E̲O̲N̲ ̲C̲A̲N̲A̲D̲A̲ ULC"""
15210,01924567,DEXEDRINE SPANSULE (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) ENDO OPERATIONS LTD.,sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée,dextroamphétamine,"mp_fr_description: ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 15 mg capsule orale à libération prolongée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
15211,01924559,DEXEDRINE SPANSULE (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) ENDO OPERATIONS LTD.,sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée,dextroamphétamine,"mp_fr_description: ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""DEXEDRINE SPANSULE (sulfate de dextroamphétamine 10 mg capsule orale à libération prolongée) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
15225,01924516,DEXEDRINE (sulfate de dextroamphétamine 5 mg comprimé oral) ENDO OPERATIONS LTD.,sulfate de dextroamphétamine 5 mg comprimé oral,dextroamphétamine,"mp_fr_description: ""DEXEDRINE (sulfate de dextroamphétamine 5 mg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""DEXEDRINE (sulfate de dextroamphétamine 5 mg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
60786,02237452,"PERIDEX ORAL RINSE (gluconate de chlorhexidine 0,12 % solution pour bain de bouche) 3M HEALTHCARE CANADA COMPANY LIMITED","gluconate de chlorhexidine 0,12 % solution pour bain de bouche",chlorhexidine,"mp_fr_description: ""PERIDEX ORAL RINSE (gluconate de chlorhexidine 0,12 % solution pour bain de bouche) 3M CANADA COMPANY"" -> ""PERIDEX ORAL RINSE (gluconate de chlorhexidine 0,12 % solution pour bain de bouche) 3M H̲E̲A̲L̲T̲H̲C̲A̲R̲E̲ ̲CANADA COMPANY ̲L̲I̲M̲I̲T̲E̲D̲"""
77558,02290308,CYESTRA-35 (acétate de cyprotérone 2 mg et éthinylestradiol 35 mcg comprimé oral) ENDO OPERATIONS LTD.,acétate de cyprotérone 2 mg et éthinylestradiol 35 mcg comprimé oral,cyprotérone et éthinylestradiol,"mp_fr_description: ""CYESTRA-35 (acétate de cyprotérone 2 mg et éthinylestradiol 35 mcg comprimé oral) P̲A̲L̲A̲D̲I̲N̲ ̲P̲H̲A̲R̲M̲A̲ ̲I̲N̲C̲."" -> ""CYESTRA-35 (acétate de cyprotérone 2 mg et éthinylestradiol 35 mcg comprimé oral) E̲N̲D̲O̲ ̲O̲P̲E̲R̲A̲T̲I̲O̲N̲S̲ ̲L̲T̲D̲."""
78282,02297477,"TEVA-AMLODIPINE (amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral) TEVA CANADA LIMITED","amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral",amlodipine,"mp_fr_description: ""A̲C̲T̲ ̲AMLODIPINE (amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲AMLODIPINE (amlodipine (bésylate d'amlodipine) 2,5 mg comprimé oral) TEVA CANADA LIMITED"""
78283,02297485,TEVA-AMLODIPINE (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) TEVA CANADA LIMITED,amlodipine (bésylate d'amlodipine) 5 mg comprimé oral,amlodipine,"mp_fr_description: ""A̲C̲T̲ ̲AMLODIPINE (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲AMLODIPINE (amlodipine (bésylate d'amlodipine) 5 mg comprimé oral) TEVA CANADA LIMITED"""
78284,02297493,TEVA-AMLODIPINE (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) TEVA CANADA LIMITED,amlodipine (bésylate d'amlodipine) 10 mg comprimé oral,amlodipine,"mp_fr_description: ""A̲C̲T̲ ̲AMLODIPINE (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) TEVA CANADA LIMITED"" -> ""T̲E̲V̲A̲-̲AMLODIPINE (amlodipine (bésylate d'amlodipine) 10 mg comprimé oral) TEVA CANADA LIMITED"""
