drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"99960","85","TABLET","ADDED","02510375"
"75001","109","TABLET (DELAYED-RELEASE)","ADDED","02264579"
"103194","85","TABLET","ADDED","02543486"
"75001","17","TABLET (ENTERIC-COATED)","REMOVED","02264579"
"84659","85","TABLET","ADDED","02361515"
"103195","85","TABLET","ADDED","02543494"
"75000","109","TABLET (DELAYED-RELEASE)","ADDED","02264560"
"84660","85","TABLET","ADDED","02361523"
"99965","85","TABLET","ADDED","02510421"
"84658","85","TABLET","ADDED","02361507"
"106719","105","WIPE","ADDED","02564491"
"106349","56","POWDER FOR SOLUTION","ADDED","02560429"
"106743","134","SOLUTION","ADDED","02564769"
"106772","85","TABLET","ADDED","02565080"
"106776","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02565129"
"106755","134","SOLUTION","ADDED","02564890"
"106739","85","TABLET","ADDED","02564726"
"106740","134","SOLUTION","ADDED","02564734"
"106725","85","TABLET","ADDED","02564564"
"106701","85","TABLET","ADDED","02564300"
"106730","56","POWDER FOR SOLUTION","ADDED","02564610"
"106790","85","TABLET","ADDED","02565285"
"106756","134","SOLUTION","ADDED","02564904"
"106777","132","TABLET (ORALLY DISINTEGRATING)","ADDED","02565137"
"106694","85","TABLET","ADDED","02564238"
"106703","134","SOLUTION","ADDED","02564327"
"106718","134","SOLUTION","ADDED","02564483"
"106769","85","TABLET","ADDED","02565056"
"99959","85","TABLET","ADDED","02510367"
"106728","182","MOUTHWASH","ADDED","02564599"
"106723","170","TABLET (IMMEDIATE AND DELAYED-RELEASE)","ADDED","02564548"
"106753","141","CAPSULE (EXTENDED RELEASE)","ADDED","02564874"
"103306","85","TABLET","ADDED","02544512"
"106793","85","TABLET","ADDED","02565315"
"106695","85","TABLET","ADDED","02564246"
"106708","134","SOLUTION","ADDED","02564386"
"75000","17","TABLET (ENTERIC-COATED)","REMOVED","02264560"
"106736","56","POWDER FOR SOLUTION","ADDED","02564688"
"106770","85","TABLET","ADDED","02565064"
"106735","56","POWDER FOR SOLUTION","ADDED","02564661"
"106734","56","POWDER FOR SOLUTION","ADDED","02564653"
"106710","59","SHAMPOO","ADDED","02564408"
"106758","151","TABLET (CHEWABLE)","ADDED","02564920"
"106702","85","TABLET","ADDED","02564319"
"106754","134","SOLUTION","ADDED","02564882"
"106711","59","SHAMPOO","ADDED","02564416"
"106737","134","SOLUTION","ADDED","02564696"
"106791","85","TABLET","ADDED","02565293"
"99966","85","TABLET","ADDED","02510448"
"106724","85","TABLET","ADDED","02564556"
"106704","85","TABLET","ADDED","02564335"
"106720","85","TABLET","ADDED","02564505"
"106773","56","POWDER FOR SOLUTION","ADDED","02565099"
"106716","134","SOLUTION","ADDED","02564467"
"106767","134","SOLUTION","ADDED","02565021"
"106733","9","CREAM","ADDED","02564645"
"106792","85","TABLET","ADDED","02565307"
"106766","134","SOLUTION","ADDED","02565013"
"106722","170","TABLET (IMMEDIATE AND DELAYED-RELEASE)","ADDED","02564521"
"106712","85","TABLET","ADDED","02564424"
"106732","164","SPRAY, BAG-ON-VALVE","ADDED","02564637"
"106721","85","TABLET","ADDED","02564513"
"106757","151","TABLET (CHEWABLE)","ADDED","02564912"
"103307","85","TABLET","ADDED","02544520"
"106796","85","TABLET","ADDED","02565358"
"106707","134","SOLUTION","ADDED","02564378"
"106700","85","TABLET","ADDED","02564297"
"106706","114","GEL","ADDED","02564351"
"106761","75","TABLET (EXTENDED-RELEASE)","ADDED","02564955"
"106771","85","TABLET","ADDED","02565072"
"106705","114","GEL","ADDED","02564343"
