drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"1667","active","active","00266493","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"1668","active","active","00266507","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"2530","active","active","00360422","SEPTA PHARMACEUTICALS INC","BRISTOL-MYERS SQUIBB CANADA"
"2531","active","active","00360430","SEPTA PHARMACEUTICALS INC","BRISTOL-MYERS SQUIBB CANADA"
"5069","active","active","00572349","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"5997","active","active","00626627","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6054","active","active","00622885","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6258","active","active","00514888","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"8398","active","active","00621366","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"9919","active","active","00789720","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"10523","active","active","00868965","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"10525","active","active","00868981","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12449","active","active","01944762","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"13120","active","active","01938371","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"16823","active","active","01968823","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"17236","active","active","02083795","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"18240","active","active","02128446","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"26863","active","active","02039982","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"26864","active","active","02039990","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"31563","active","active","02143879","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"37037","active","active","02215241","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"38056","dormant","active","00695459","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"47448","active","active","02229538","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"50454","active","active","02231147","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"50758","active","active","02231441","G POHL-BOSKAMP GMBH & CO KG","SANOFI-AVENTIS CANADA INC"
"51232","active","active","02231799","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"51233","active","active","02231800","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"55837","active","active","02234466","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"59873","active","active","02236399","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"63139","active","active","02239665","NEURAXPHARM PHARMACEUTICALS, S.L.","TEVA CANADA LIMITED"
"64442","active","active","02240851","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"69814","active","active","02245710","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"71565","active","active","02247322","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"71882","active","active","02247621","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"72190","active","active","02247882","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"73724","active","active","02252376","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"75157","active","active","02266121","CNX THERAPEUTICS LIMITED","JAZZ PHARMACEUTICALS OPERATIONS UK LIMITED"
"75889","active","active","02273411","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"75895","active","active","02273462","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"76058","active","active","02275074","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"76059","active","active","02275082","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"76170","active","active","02276038","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"79195","active","active","02306409","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
