drug_code,extract_current,extract_previous,drug_identification_number,current_company_name,previous_company_name
"79921","active","active","02313707","SUN PHARMA CANADA INC","TARO PHARMACEUTICALS INC"
"79922","active","active","02313715","SUN PHARMA CANADA INC","TARO PHARMACEUTICALS INC"
"79923","active","active","02313723","SUN PHARMA CANADA INC","TARO PHARMACEUTICALS INC"
"79925","active","active","02313758","SUN PHARMA CANADA INC","TARO PHARMACEUTICALS INC"
"80347","active","active","02317966","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"80636","active","active","02320940","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"80682","active","active","02321432","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"85065","active","active","02365774","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"85106","active","active","02366207","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"86193","active","active","02376474","KENVUE CANADA INC.","MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC"
"88378","active","active","02398869","SENADOR LABORATORIES PRIVATE LIMITED ","MYLAN PHARMACEUTICALS ULC"
"89270","active","active","02408007","PHOENIX LABS UNLIMITED COMPANY","TEVA CANADA LIMITED"
"89271","active","active","02408015","PHOENIX LABS UNLIMITED COMPANY","TEVA CANADA LIMITED"
"89272","active","active","02408023","PHOENIX LABS UNLIMITED COMPANY","TEVA CANADA LIMITED"
"89273","active","active","02408031","PHOENIX LABS UNLIMITED COMPANY","TEVA CANADA LIMITED"
"89274","active","active","02408058","PHOENIX LABS UNLIMITED COMPANY","TEVA CANADA LIMITED"
"89495","active","active","02410303","SENADOR LABORATORIES PRIVATE LIMITED ","MYLAN PHARMACEUTICALS ULC"
"90413","active","active","02419505","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"91612","active","active","02431637","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"91613","active","active","02431645","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"93974","active","active","02453207","KNIGHT THERAPEUTICS INC.","SUMITOMO PHARMA CANADA, INC."
"94242","active","active","02455609","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"94657","active","active","02459361","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"95103","active","active","02463105","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"96396","active","active","02473941","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"96397","active","active","02473968","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"97932","active","active","02489244","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"98076","active","active","02490706","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"98210","active","active","02492105","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"98577","active","active","02495872","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"98578","active","active","02495880","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"98587","active","active","02495988","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"101779","active","active","02528584","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"102163","active","active","02532611","SHIONOGI INC.","TANABE PHARMA CORPORATION"
"102710","active","active","02538377","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"102731","active","active","02538601","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"103261","active","active","02544083","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"103582","active","active","02547171","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"103806","active","active","02549190","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"106662","active","active","02563886","CELYSTRA PHARMA INC.","THERATECHNOLOGIES INC"
"2072","inactive","inactive","00326577","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"2197","inactive","inactive","00344508","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"2256","inactive","inactive","00351385","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"2536","inactive","inactive","00382302","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"4037","inactive","inactive","00510335","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6196","inactive","inactive","00621374","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"8116","inactive","inactive","00695033","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"8324","inactive","inactive","00720208","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"10505","inactive","inactive","00806226","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"11254","inactive","inactive","00779806","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12016","inactive","inactive","01901885","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12575","inactive","inactive","00885533","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12601","inactive","inactive","01927817","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"13090","inactive","inactive","01927825","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"13132","inactive","inactive","01985604","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"13133","inactive","inactive","01954504","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"13945","inactive","inactive","02006596","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"17759","inactive","inactive","00626562","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"18602","inactive","inactive","02103052","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"22670","inactive","inactive","01954342","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"50357","inactive","inactive","02231073","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"64806","inactive","inactive","02241200","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"64807","inactive","inactive","02241201","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"66275","inactive","inactive","02242527","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"66276","inactive","inactive","02242528","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"76584","inactive","inactive","02280167","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"77539","inactive","inactive","02290081","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"78587","inactive","inactive","02300583","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"79177","inactive","inactive","02306212","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"79178","inactive","inactive","02306220","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"79179","inactive","inactive","02306239","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"79180","inactive","inactive","02306247","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"83769","inactive","inactive","02352427","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"83770","inactive","inactive","02352435","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"84277","inactive","inactive","02357674","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"85543","inactive","inactive","02370271","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86462","inactive","inactive","02378744","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86465","inactive","inactive","02378760","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86466","inactive","inactive","02378779","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86475","inactive","inactive","02378884","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86476","inactive","inactive","02378892","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86477","inactive","inactive","02378906","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86478","inactive","inactive","02378914","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"86479","inactive","inactive","02378922","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"87383","inactive","inactive","02388294","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"94601","inactive","inactive","02458837","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"100692","inactive","inactive","02517531","E.L.F. BEAUTY, INC.","E.L.F. BEAUTY INC."
"103327","inactive","inactive","02544709","E.L.F. BEAUTY, INC.","E.L.F. BEAUTY INC."
"104052","inactive","inactive","02551802","E.L.F. BEAUTY, INC.","E.L.F. BEAUTY INC."
"2317","dormant","dormant","00358495","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"5951","dormant","dormant","00622869","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"5998","dormant","dormant","00626635","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6055","dormant","dormant","00622966","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6056","dormant","dormant","00627704","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6105","dormant","dormant","00622974","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6359","dormant","dormant","00622877","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6360","dormant","dormant","00622893","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6361","dormant","dormant","00622915","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6363","dormant","dormant","00622958","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6364","dormant","dormant","00627763","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6365","dormant","dormant","00630640","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6721","dormant","dormant","00629707","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6722","dormant","dormant","00687812","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6772","dormant","dormant","00626570","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"6773","dormant","dormant","00626643","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12215","dormant","dormant","00622907","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12257","dormant","dormant","00627739","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12258","dormant","dormant","00627747","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12259","dormant","dormant","00627755","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12265","dormant","dormant","00832162","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12843","dormant","dormant","00626600","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"12875","dormant","dormant","00641324","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"13141","dormant","dormant","00627720","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"13146","dormant","dormant","00626597","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"13328","dormant","dormant","00635065","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"16983","dormant","dormant","01989073","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"17212","dormant","dormant","02010259","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"17214","dormant","dormant","02010240","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"34463","dormant","dormant","02167603","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"38054","dormant","dormant","00695432","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"38055","dormant","dormant","00695440","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"85930","approved","approved","02374102","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"85931","approved","approved","02374110","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"89535","approved","approved","02410672","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"89536","approved","approved","02410680","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"90528","approved","approved","02420716","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"90529","approved","approved","02420724","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"92982","approved","approved","02444690","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"93694","approved","approved","02450801","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"93972","approved","approved","02453185","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"95376","approved","approved","02465868","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"95377","approved","approved","02465876","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"103262","inactive","approved","02544091","JUNO PHARMA CANADA INC.","JUNO PHARMACEUTICALS CORP."
"106558","approved","approved","02562723","HIKMA CANADA LIMITED","MARIUS PHARMACEUTICALS, INC."
"106559","approved","approved","02562731","HIKMA CANADA LIMITED","MARIUS PHARMACEUTICALS, INC."
"106560","approved","approved","02562758","HIKMA CANADA LIMITED","MARIUS PHARMACEUTICALS, INC."
"106839","active","approved","02565838","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"106840","active","approved","02565846","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
"106926","active","approved","02566788","ODAN LABORATORIESLTD","ODAN LABORATORIES LTD"
