drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"107244","13247","ADDED","approved","ALMOTRIPTAN (ALMOTRIPTAN MALATE)","6.25","MG","02570289"
"107179","180","ADDED","approved","LANSOPRAZOLE","30","MG","02569566"
"107187","22702","ADDED","approved","BRIVARACETAM","75","MG","02569647"
"107230","7487","ADDED","approved","TESTOSTERONE CYPIONATE","100","MG","02570122"
"107189","1960","ADDED","approved","INDAPAMIDE","0.625","MG","02569663"
"107202","27160","ADDED","approved","TOVORAFENIB","100","MG","02569817"
"107225","27166","ADDED","approved","REMIBRUTINIB","25","MG","02570076"
"107217","20883","ADDED","approved","ABIRATERONE ACETATE","250","MG","02569973"
"107248","932","ADDED","approved","RAMIPRIL","1.25","MG","02570327"
"107238","11776","ADDED","approved","IRBESARTAN","150","MG","02570211"
"107185","22702","ADDED","approved","BRIVARACETAM","25","MG","02569620"
"107232","22703","ADDED","approved","PALBOCICLIB","100","MG","02570149"
"107201","27158","ADDED","approved","LENIOLISIB (LENIOLISIB PHOSPHATE)","70","MG","02569809"
"107197","719","ADDED","approved","SIMETHICONE","180","MG","02569760"
"107256","11854","ADDED","approved","SILDENAFIL (SILDENAFIL CITRATE)","100","MG","02570416"
"107241","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02570254"
"107198","755","ADDED","approved","AVOBENZONE","2.5","%","02569779"
"107190","232","ADDED","approved","PERINDOPRIL ERBUMINE","4","MG","02569671"
"107189","232","ADDED","approved","PERINDOPRIL ERBUMINE","2","MG","02569663"
"107214","22925","ADDED","approved","SEMAGLUTIDE","1.34","MG","02569949"
"107203","27161","ADDED","approved","AFAMELANOTIDE (AFAMELANOTIDE ACETATE)","16","MG","02569825"
"107191","1960","ADDED","approved","INDAPAMIDE","2.5","MG","02569698"
"107194","23774","ADDED","approved","SELUMETINIB (SELUMETINIB SULFATE)","5","MG","02569736"
"107198","12048","ADDED","approved","OCTISALATE","5","%","02569779"
"107234","2037","ADDED","approved","NAPROXEN SODIUM","500","MG","02570165"
"107218","20883","ADDED","approved","ABIRATERONE ACETATE","500","MG","02569981"
"107198","12634","ADDED","approved","ENSULIZOLE","2.7","%","02569779"
"107204","20422","ADDED","approved","USTEKINUMAB","45","MG","02569833"
"107239","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02570238"
"107249","932","ADDED","approved","RAMIPRIL","5","MG","02570335"
"107252","270","ADDED","approved","ACETAMINOPHEN","500","MG","02570378"
"107178","180","ADDED","approved","LANSOPRAZOLE","15","MG","02569558"
"107198","20446","ADDED","approved","BISOCTRIZOLE","2","%","02569779"
"107184","22702","ADDED","approved","BRIVARACETAM","10","MG","02569612"
"107251","662","ADDED","approved","PYRITHIONE ZINC","1","%","02570351"
