drug_code,pharm_form_code,pharmaceutical_form,status,drug_identification_number
"106258","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02559420"
"93824","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02451875"
"92131","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02437007"
"92400","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02439581"
"95928","181","CAPSULE (CONTROLLED-RELEASE)","ADDED","02470306"
"82358","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02337932"
"98192","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02491915"
"74601","173","TABLET (IMMEDIATE- AND EXTENDED-RELEASE)","ADDED","02260557"
"99264","1","METERED-DOSE AEROSOL","REMOVED","02503131"
"83024","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02344769"
"87128","137","CAPSULE (DELAYED RELEASE)","REMOVED","02385651"
"92434","137","CAPSULE (DELAYED-RELEASE)","ADDED","02439956"
"101205","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02522977"
"81740","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02331705"
"67243","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02243338"
"89876","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02414090"
"92474","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02440377"
"92536","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02441004"
"73177","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02248808"
"96039","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02471280"
"78469","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02299305"
"72576","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02248239"
"89133","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02406640"
"9823","137","CAPSULE (DELAYED-RELEASE)","ADDED","00846503"
"73384","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02248999"
"76054","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02275023"
"102942","137","CAPSULE (DELAYED-RELEASE)","ADDED","02540754"
"97947","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02489384"
"94575","170","TABLET (IMMEDIATE AND DELAYED-RELEASE)","REMOVED","02458608"
"100546","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02516128"
"77983","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02294494"
"101205","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02522977"
"89021","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02405415"
"80584","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02320428"
"82505","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02339439"
"91391","137","CAPSULE (DELAYED-RELEASE)","ADDED","02429454"
"75347","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02268086"
"14240","158","SPRAY (METERED-DOSE)","ADDED","02003767"
"81619","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02330466"
"78470","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02299313"
"92363","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02439247"
"85232","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02367475"
"104351","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02554682"
"88747","137","CAPSULE (DELAYED-RELEASE)","ADDED","02402629"
"87338","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02387808"
"84797","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02362996"
"100840","158","SPRAY (METERED-DOSE)","ADDED","02519127"
"73178","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02248809"
"94640","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02459213"
"100549","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02516152"
"83591","167","FILM, SOLUBLE","REMOVED","02350726"
"88468","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02399830"
"106263","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02559471"
"82487","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02339269"
"92128","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02436965"
"88897","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02404184"
"94427","137","CAPSULE (DELAYED RELEASE)","REMOVED","02457199"
"100311","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02513919"
"96122","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02471981"
"103027","152","POWDER (EXTENDED-RELEASE)","ADDED","02541637"
"92364","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02439255"
"14542","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02019957"
"89215","160","PATCH (EXTENDED RELEASE)","REMOVED","02407469"
"87674","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02391392"
"79025","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02304988"
"75717","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02271621"
"17125","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02097249"
"97526","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02484986"
"92362","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02439239"
"17253","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02097265"
"86509","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02379201"
"92156","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02437279"
"18516","137","CAPSULE (DELAYED-RELEASE)","ADDED","02165511"
"82369","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02338041"
"96749","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02476649"
"76056","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02275058"
"81290","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02327589"
"102418","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02535327"
"94427","137","CAPSULE (DELAYED-RELEASE)","ADDED","02457199"
"86306","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02377365"
"36179","137","CAPSULE (DELAYED-RELEASE)","ADDED","02200104"
"88950","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02404702"
"93445","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02448734"
"85576","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02370638"
"84014","137","CAPSULE (DELAYED-RELEASE)","ADDED","02354950"
"80582","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02320398"
"104498","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02556286"
"83905","137","CAPSULE (DELAYED RELEASE)","REMOVED","02353849"
"92094","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02436612"
"9514","137","CAPSULE (DELAYED RELEASE)","REMOVED","00789445"
"99125","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02501635"
"102955","158","SPRAY (METERED-DOSE)","ADDED","02540886"
"42847","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02184443"
"106777","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02565137"
"94832","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02460831"
"88746","137","CAPSULE (DELAYED RELEASE)","REMOVED","02402610"
"83351","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02348179"
"88255","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02397617"
"95357","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02465388"
"92474","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02440377"
"96283","164","SPRAY, BAG-ON-VALVE","REMOVED","02473429"
"92400","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02439581"
"16124","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02042266"
"89817","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02413515"
"76054","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02275023"
"8174","160","PATCH (EXTENDED RELEASE)","REMOVED","00756857"
"50338","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02231057"
"80245","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02316951"
"83991","137","CAPSULE (DELAYED-RELEASE)","ADDED","02354756"
"78471","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02299321"
"101514","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02526018"
"61885","158","SPRAY (METERED-DOSE)","ADDED","02238465"
"93997","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02453428"
"106723","170","TABLET (IMMEDIATE AND DELAYED-RELEASE)","REMOVED","02564548"
"79315","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02307480"
"77054","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02285010"
"90747","137","CAPSULE (DELAYED RELEASE)","REMOVED","02422816"
"96637","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02475979"
"90983","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02425173"
"79306","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02307383"
"94800","158","SPRAY, METERED DOSE","REMOVED","02460572"
"88470","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02399857"
"92880","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02444011"
"83352","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02348187"
"102417","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02535319"
"3042","134","SOLUTION","ADDED","00392561"
"96120","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02471965"
"103205","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02543605"
"70038","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02245918"
"103764","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02548801"
"86854","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02382725"
"75944","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02273985"
"91297","158","SPRAY (METERED-DOSE)","ADDED","02428504"
"88977","158","SPRAY (METERED-DOSE)","ADDED","02404931"
"90104","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02416433"
"66955","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02243088"
"88315","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02398214"
"84558","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02360616"
"91491","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02430452"
"79594","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02310295"
"79598","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02310333"
"89768","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02412993"
"88316","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02398222"
"14144","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02014211"
"43827","137","CAPSULE (DELAYED-RELEASE)","ADDED","02119579"
"89769","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02413000"
"70041","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02245921"
"76284","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02277190"
"83904","137","CAPSULE (DELAYED-RELEASE)","ADDED","02353830"
"92986","137","CAPSULE (DELAYED-RELEASE)","ADDED","02444712"
"77111","162","AEROSOL, METERED DOSE","REMOVED","02285606"
"104349","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02554666"
"92002","137","CAPSULE (DELAYED RELEASE)","REMOVED","02435683"
"100300","137","CAPSULE (DELAYED-RELEASE)","ADDED","02513781"
"78377","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02298465"
"81321","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02327805"
"82432","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02338653"
"75157","158","SPRAY (METERED-DOSE)","ADDED","02266121"
"104461","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02555883"
"94591","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02458764"
"102570","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02536986"
"81074","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02325349"
"80244","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02316943"
"75581","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02270439"
"75716","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02271613"
"88746","137","CAPSULE (DELAYED-RELEASE)","ADDED","02402610"
"93997","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02453428"
"106262","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02559463"
"107017","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02567792"
"88171","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02396688"
"98528","137","CAPSULE (DELAYED-RELEASE)","ADDED","02495368"
"92367","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02439298"
"84502","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02360047"
"82485","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02339242"
"107184","85","TABLET","ADDED","02569612"
"76281","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02277166"
"92316","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02438763"
"42848","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02184451"
"94984","137","CAPSULE (DELAYED RELEASE)","REMOVED","02462109"
"77982","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02294486"
"100313","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02513935"
"18778","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02171899"
"89022","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02405423"
"14742","160","PATCH (EXTENDED-RELEASE)","ADDED","02011271"
"100498","137","CAPSULE (DELAYED RELEASE)","REMOVED","02515571"
"106335","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02560275"
"103515","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02546469"
"92002","137","CAPSULE (DELAYED-RELEASE)","ADDED","02435683"
"65795","171","CAPSULE (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02242119"
"93276","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02447193"
"85577","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02370646"
"97519","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02484919"
"96476","153","POWDER (METERED DOSE)","REMOVED","02474646"
"85254","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02367688"
"106257","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02559412"
"73998","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02254824"
"106347","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02560402"
"104203","188","CAPSULE (DELAYED- AND EXTENDED-RELEASE)","ADDED","02553074"
"102418","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02535327"
"96748","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02476630"
"107194","53","GRANULES","ADDED","02569736"
"83350","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02348160"
"100540","137","CAPSULE (DELAYED RELEASE)","REMOVED","02516047"
"73996","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02254808"
"104203","188","CAPSULE (DELAYED AND EXTENDED RELEASE)","REMOVED","02553074"
"99322","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02503786"
"81618","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02330458"
"92433","137","CAPSULE (DELAYED-RELEASE)","ADDED","02439948"
"99263","1","METERED-DOSE AEROSOL","REMOVED","02503123"
"92480","137","CAPSULE (DELAYED-RELEASE)","ADDED","02440431"
"78899","158","SPRAY (METERED-DOSE)","ADDED","02303671"
"87460","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02389088"
"97989","137","CAPSULE (DELAYED RELEASE)","REMOVED","02489813"
"88315","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02398214"
"100628","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02516942"
"94436","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02457296"
"100872","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02519453"
"99908","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02509814"
"84676","170","TABLET (IMMEDIATE- AND DELAYED-RELEASE)","ADDED","02361701"
"91122","137","CAPSULE (DELAYED-RELEASE)","ADDED","02426641"
"78181","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02296489"
"91121","137","CAPSULE (DELAYED RELEASE)","REMOVED","02426633"
"88170","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02396661"
"93037","148","GRANULES FOR SUSPENSION (DELAYED-RELEASE","ADDED","02445158"
"78945","160","PATCH (EXTENDED-RELEASE)","ADDED","02304147"
"44014","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02148730"
"87341","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02387832"
"92478","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02440415"
"98527","137","CAPSULE (DELAYED-RELEASE)","ADDED","02495341"
"37164","158","SPRAY, METERED DOSE","REMOVED","02218607"
"83709","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02351854"
"14502","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02019949"
"75214","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02266725"
"96283","164","SPRAY (BAG-ON-VALVE)","ADDED","02473429"
"77054","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02285010"
"101332","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02524287"
"91180","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02427273"
"101066","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02521474"
"90545","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02420864"
"9858","160","PATCH (EXTENDED-RELEASE)","ADDED","00584223"
"93023","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02445026"
"46020","158","SPRAY (METERED-DOSE)","ADDED","01901532"
"50796","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02231472"
"97648","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02486253"
"90447","162","AEROSOL (METERED-DOSE)","ADDED","02419858"
"79306","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02307383"
"87757","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02392291"
"91312","158","SPRAY (METERED-DOSE)","ADDED","02428679"
"82535","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02339811"
"107264","85","TABLET","ADDED","02570491"
"87273","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02387158"
"107248","5","CAPSULE","ADDED","02570327"
"93280","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02447258"
"102033","158","SPRAY, METERED DOSE","REMOVED","02531186"
"49895","158","SPRAY, METERED DOSE","REMOVED","02230648"
"96040","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02471299"
"103514","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02546450"
"95931","181","CAPSULE (CONTROLLED RELEASE)","REMOVED","02470330"
"85565","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02370506"
"98192","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02491915"
"96746","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02476614"
"88255","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02397617"
"90414","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02419513"
"85575","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02370611"
"92365","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02439263"
"102501","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02536226"
"98047","137","CAPSULE (DELAYED RELEASE)","REMOVED","02490412"
"98047","137","CAPSULE (DELAYED-RELEASE)","ADDED","02490412"
"107253","85","TABLET","ADDED","02570386"
"50458","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02231150"
"104347","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02554631"
"83022","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02344742"
"92879","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02444003"
"94082","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02454300"
"107191","85","TABLET","ADDED","02569698"
"92741","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02442906"
"75483","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02269457"
"104202","188","CAPSULE (DELAYED AND EXTENDED RELEASE)","REMOVED","02553066"
"8175","160","PATCH (EXTENDED-RELEASE)","ADDED","00756792"
"11226","160","PATCH (EXTENDED-RELEASE)","ADDED","01911929"
"90544","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02420856"
"99712","137","CAPSULE (DELAYED-RELEASE)","ADDED","02507722"
"107241","85","TABLET","ADDED","02570254"
"92363","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02439247"
"106593","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02563126"
"92645","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02442094"
"87139","137","CAPSULE (DELAYED-RELEASE)","ADDED","02385775"
"92741","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02442906"
"107179","109","TABLET (DELAYED-RELEASE)","ADDED","02569566"
"85906","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02373858"
"73669","173","TABLET (IMMEDIATE AND EXTENDED RELEASE)","REMOVED","02251787"
"81290","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02327589"
"63646","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02240132"
"94833","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02460858"
"94755","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02460262"
"94673","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02459477"
"10666","153","POWDER (METERED DOSE)","REMOVED","00851752"
"89440","153","POWDER (METERED DOSE)","REMOVED","02409720"
"91691","137","CAPSULE (DELAYED RELEASE)","REMOVED","02432447"
"97782","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02487675"
"11225","160","PATCH (EXTENDED RELEASE)","REMOVED","01911902"
"77052","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02284995"
"72648","158","SPRAY, METERED DOSE","REMOVED","02248307"
"89814","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02413485"
"100541","137","CAPSULE (DELAYED RELEASE)","REMOVED","02516055"
"74093","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02255758"
"99721","118","POWDER FOR SUSPENSION (SUSTAINED-RELEASE","ADDED","02507838"
"95357","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02465388"
"73998","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02254824"
"84014","137","CAPSULE (DELAYED RELEASE)","REMOVED","02354950"
"107247","59","SHAMPOO","ADDED","02570319"
"66190","158","SPRAY, METERED DOSE","REMOVED","02242465"
"96747","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02476622"
"89131","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02406624"
"99126","150","TABLET (IMMEDIATE-RELEASE)","ADDED","02501643"
"103514","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02546450"
"93993","137","CAPSULE (DELAYED-RELEASE)","ADDED","02453398"
"92129","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02436973"
"89940","137","CAPSULE (DELAYED-RELEASE)","ADDED","02414775"
"90545","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02420864"
"89766","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02412977"
"87859","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02393360"
"106753","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02564874"
"89768","150","TABLET (IMMEDIATE RELEASE)","REMOVED","02412993"
"92202","158","SPRAY, METERED DOSE","REMOVED","02437635"
"107190","85","TABLET","ADDED","02569671"
"83806","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02352826"
"81180","1","METERED-DOSE AEROSOL","REMOVED","02326450"
"97348","155","SOLUTION (EXTENDED-RELEASE)","ADDED","02483084"
"89644","137","CAPSULE (DELAYED-RELEASE)","ADDED","02411857"
"92348","137","CAPSULE (DELAYED RELEASE)","REMOVED","02439115"
"98530","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02495384"
"100436","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02514966"
"97975","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02489686"
"101819","137","CAPSULE (DELAYED-RELEASE)","ADDED","02528991"
"91723","173","TABLET (IMMEDIATE- AND EXTENDED-RELEASE)","ADDED","02432854"
"102573","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02537028"
"14565","158","SPRAY (METERED-DOSE)","ADDED","01950541"
"44013","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02148722"
"80244","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02316943"
"78852","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02303191"
"94752","161","CAPSULE (IMMEDIATE RELEASE)","REMOVED","02460238"
"88747","137","CAPSULE (DELAYED RELEASE)","REMOVED","02402629"
"100851","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02519232"
"90983","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02425173"
"78853","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02303205"
"93129","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02446022"
"94640","161","CAPSULE (IMMEDIATE-RELEASE)","ADDED","02459213"
"106750","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02564831"
"62792","118","POWDER FOR SUSPENSION, SUSTAINED-RELEASE","REMOVED","02239323"
"77446","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02289075"
"85513","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02370107"
"81736","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02331667"
"82912","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02343681"
"104199","188","CAPSULE (DELAYED AND EXTENDED RELEASE)","REMOVED","02553023"
"99514","137","CAPSULE (DELAYED RELEASE)","REMOVED","02505762"
"86592","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02380080"
"83820","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02352974"
"27081","137","CAPSULE (DELAYED RELEASE)","REMOVED","02045834"
"87767","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02392399"
"102500","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02536218"
"9858","160","PATCH (EXTENDED RELEASE)","REMOVED","00584223"
"81289","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02327570"
"92335","137","CAPSULE (DELAYED RELEASE)","REMOVED","02438984"
"88953","132","TABLET (ORALLY-DISINTEGRATING)","ADDED","02404737"
"94830","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02460815"
"50799","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02231475"
"83707","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02351838"
"85559","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02370433"
"71973","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02247705"
"84500","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02360020"
"94826","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02460777"
"94828","141","CAPSULE (EXTENDED-RELEASE)","ADDED","02460793"
"19807","158","SPRAY, METERED DOSE","REMOVED","02213834"
"85230","141","CAPSULE (EXTENDED RELEASE)","REMOVED","02367459"
"96567","137","CAPSULE (DELAYED-RELEASE)","ADDED","02475308"
"78854","132","TABLET (ORALLY DISINTEGRATING)","REMOVED","02303213"
"101514","155","SOLUTION (EXTENDED RELEASE)","REMOVED","02526018"
