drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"100563","MARKETED","2022-06-09","APPROVED","2021-06-01","02516276"
"100694","MARKETED","2022-06-01","APPROVED","2021-06-29","02517566"
"100735","MARKETED","2022-06-01","APPROVED","2021-07-15","02518015"
"100736","MARKETED","2022-06-01","APPROVED","2021-07-15","02518023"
"100757","MARKETED","2022-05-17","APPROVED","2021-07-28","02518252"
"100759","MARKETED","2022-05-09","APPROVED","2021-07-21","02518279"
"100840","MARKETED","2022-05-30","APPROVED","2021-08-18","02519127"
"100854","MARKETED","2022-05-16","APPROVED","2021-08-23","02519267"
"100855","MARKETED","2022-06-01","APPROVED","2021-08-19","02519283"
"100857","MARKETED","2022-06-01","APPROVED","2021-08-19","02519291"
"100903","MARKETED","2022-05-24","APPROVED","2021-09-02","02519801"
"100911","MARKETED","2022-06-15","APPROVED","2021-09-03","02519879"
"100912","MARKETED","2022-06-16","APPROVED","2021-09-03","02519887"
"101016","MARKETED","2021-11-18","APPROVED","2021-10-05","02521016"
"101036","MARKETED","2022-05-18","APPROVED","2021-10-07","02521148"
"101048","MARKETED","2022-05-31","APPROVED","2021-10-18","02521253"
"101049","MARKETED","2022-05-31","APPROVED","2021-10-18","02521261"
"101131","MARKETED","2022-04-13","APPROVED","2021-11-05","02522160"
"101132","MARKETED","2022-04-13","APPROVED","2021-11-05","02522179"
"101208","MARKETED","2022-06-08","APPROVED","2021-12-07","02523000"
"101253","MARKETED","2022-05-02","APPROVED","2021-12-16","02523442"
"101328","MARKETED","2022-06-23","APPROVED","2022-01-13","02524252"
"101365","MARKETED","2022-06-20","APPROVED","2022-01-21","02524627"
"101366","MARKETED","2022-06-20","APPROVED","2022-01-21","02524635"
"101367","MARKETED","2022-06-20","APPROVED","2022-01-21","02524643"
"101368","MARKETED","2022-06-20","APPROVED","2022-01-21","02524651"
"101369","MARKETED","2022-06-20","APPROVED","2022-01-21","02524678"
"101391","MARKETED","2022-06-22","APPROVED","2022-02-02","02524880"
"101395","MARKETED","2022-06-20","APPROVED","2022-02-02","02524929"
"101421","MARKETED","2022-06-01","APPROVED","2022-02-10","02525178"
"101447","MARKETED","2022-05-20","APPROVED","2022-03-02","02525453"
"101457","MARKETED","2022-06-02","APPROVED","2022-03-01","02525569"
"101474","MARKETED","2022-05-13","APPROVED","2022-03-03","02525739"
"101487","MARKETED","2022-05-13","APPROVED","2022-03-09","02525887"
"101585","MARKETED","2022-06-24","APPROVED","2022-04-22","02526794"
"101586","MARKETED","2022-06-24","APPROVED","2022-04-22","02526808"
"101587","MARKETED","2022-06-24","APPROVED","2022-04-22","02526816"
"101588","MARKETED","2022-06-24","APPROVED","2022-04-22","02526824"
"4710","MARKETED","2022-06-10","DORMANT","2020-06-12","00557102"
"81495","MARKETED","2022-05-10","APPROVED","2019-02-20","02329263"
"95098","MARKETED","2022-06-17","APPROVED","2022-05-04","02463083"
"95099","MARKETED","2022-06-17","APPROVED","2022-05-04","02463091"
"98258","MARKETED","2022-05-31","APPROVED","2021-03-01","02492571"
"98591","MARKETED","2020-05-29","APPROVED","2020-01-30","02496038"
"98592","MARKETED","2020-08-04","APPROVED","2020-01-30","02496046"
"98867","MARKETED","2022-05-23","APPROVED","2020-05-07","02498952"
"98888","MARKETED","2022-05-30","APPROVED","2020-05-13","02499126"
