drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"83819","MARKETED","2026-02-25","DORMANT","2025-09-29","02352966"
"89131","MARKETED","2026-03-10","DORMANT","2025-07-31","02406624"
"89132","MARKETED","2026-03-10","DORMANT","2025-07-31","02406632"
"89133","MARKETED","2026-03-10","DORMANT","2025-07-31","02406640"
"89134","MARKETED","2026-03-10","DORMANT","2025-07-31","02406659"
"93368","MARKETED","2026-03-19","APPROVED","2025-03-28","02447983"
"93812","MARKETED","2026-03-05","DORMANT","2023-07-31","02451778"
"96922","MARKETED","2026-02-27","APPROVED","2018-07-05","02478455"
"100461","MARKETED","2026-02-20","APPROVED","2026-02-04","02515229"
"102034","MARKETED","2026-03-02","APPROVED","2022-10-04","02531194"
"102784","MARKETED","2026-02-26","APPROVED","2023-06-28","02539195"
"102796","MARKETED","2026-02-15","APPROVED","2023-07-04","02539322"
"103227","MARKETED","2026-03-10","APPROVED","2023-12-11","02543842"
"103422","MARKETED","2026-01-13","APPROVED","2024-02-19","02545462"
"103424","MARKETED","2026-01-13","APPROVED","2024-02-19","02545489"
"103425","MARKETED","2026-01-13","APPROVED","2024-02-19","02545497"
"103672","MARKETED","2025-10-30","APPROVED","2024-05-16","02547791"
"103788","MARKETED","2026-03-16","APPROVED","2024-07-05","02548992"
"103899","MARKETED","2025-10-21","APPROVED","2024-07-25","02550156"
"103902","MARKETED","2025-10-31","APPROVED","2024-07-25","02550180"
"103977","MARKETED","2026-03-13","APPROVED","2024-10-09","02551012"
"103978","MARKETED","2026-03-13","APPROVED","2024-10-08","02551020"
"103979","MARKETED","2026-03-13","APPROVED","2024-10-09","02551039"
"104043","MARKETED","2026-02-01","APPROVED","2024-09-17","02551713"
"104295","MARKETED","2026-03-23","APPROVED","2024-12-18","02554070"
"104332","MARKETED","2026-03-02","APPROVED","2025-02-13","02554461"
"106001","MARKETED","2026-03-11","APPROVED","2025-04-01","02556618"
"106030","MARKETED","2026-03-03","APPROVED","2025-04-11","02556936"
"106031","MARKETED","2026-03-03","APPROVED","2025-04-11","02556944"
"106069","MARKETED","2026-02-05","APPROVED","2025-04-29","02557355"
"106112","MARKETED","2026-02-01","APPROVED","2025-05-21","02557827"
"106141","MARKETED","2026-02-03","APPROVED","2025-05-30","02558122"
"106168","MARKETED","2026-03-04","APPROVED","2025-06-13","02558432"
"106248","MARKETED","2026-02-26","APPROVED","2025-07-09","02559315"
"106351","MARKETED","2026-03-16","APPROVED","2025-08-18","02560445"
