drug_code,current_status,current_history_date,previous_status,previous_history_date,drug_identification_number
"75535","MARKETED","2026-07-07","APPROVED","2026-07-07","02269996"
"86619","MARKETED","2026-08-14","DORMANT","2025-07-31","02380382"
"87940","MARKETED","2026-08-14","DORMANT","2025-10-09","02394243"
"90440","MARKETED","2026-07-07","APPROVED","2026-07-07","02419777"
"91134","MARKETED","2026-07-24","APPROVED","2014-06-24","02426773"
"91232","MARKETED","2026-08-14","DORMANT","2025-01-10","02427826"
"93376","MARKETED","2026-07-23","APPROVED","2025-03-24","02448076"
"98218","MARKETED","2026-08-11","DORMANT","2025-07-31","02492199"
"100670","MARKETED","2026-05-06","APPROVED","2021-06-22","02517302"
"101662","MARKETED","2025-04-01","APPROVED","2022-05-26","02527553"
"101669","MARKETED","2025-04-01","APPROVED","2022-05-27","02527642"
"102084","MARKETED","2025-04-01","APPROVED","2022-10-05","02531739"
"102142","MARKETED","2026-08-10","APPROVED","2022-10-28","02532387"
"102363","MARKETED","2026-08-17","APPROVED","2023-01-30","02534746"
"102390","MARKETED","2025-04-01","APPROVED","2023-02-02","02535017"
"102391","MARKETED","2025-04-01","APPROVED","2023-02-02","02535025"
"102392","MARKETED","2025-04-01","APPROVED","2023-02-02","02535033"
"102393","MARKETED","2025-04-01","APPROVED","2023-02-02","02535041"
"102946","MARKETED","2026-08-14","APPROVED","2023-08-30","02540789"
"104154","MARKETED","2026-05-23","APPROVED","2024-10-18","02552590"
"103691","MARKETED","2026-07-16","APPROVED","2024-06-03","02548003"
"103989","MARKETED","2026-08-07","APPROVED","2024-08-22","02551152"
"103990","MARKETED","2026-08-07","APPROVED","2024-08-22","02551160"
"104179","MARKETED","2026-07-30","APPROVED","2024-11-06","02552825"
"104180","MARKETED","2026-07-30","APPROVED","2024-11-06","02552833"
"104231","MARKETED","2026-07-30","APPROVED","2024-11-18","02553376"
"104232","MARKETED","2026-07-30","APPROVED","2024-11-18","02553384"
"104233","MARKETED","2026-07-06","APPROVED","2024-11-18","02553392"
"106070","MARKETED","2026-08-21","APPROVED","2025-05-01","02557363"
"106078","MARKETED","2026-06-01","APPROVED","2025-05-02","02557460"
"106116","MARKETED","2026-07-24","APPROVED","2025-05-28","02557878"
"106117","MARKETED","2026-07-24","APPROVED","2025-05-28","02557886"
"106222","MARKETED","2026-08-01","APPROVED","2025-07-03","02559021"
"106342","MARKETED","2026-08-19","APPROVED","2025-08-14","02560356"
"106343","MARKETED","2026-08-19","APPROVED","2025-08-14","02560364"
"106422","MARKETED","2026-08-04","APPROVED","2025-09-18","02561239"
"106423","MARKETED","2026-08-04","APPROVED","2025-09-18","02561247"
"106504","MARKETED","2026-07-31","APPROVED","2026-05-29","02562146"
"106508","MARKETED","2026-07-31","APPROVED","2026-06-02","02562189"
"106534","MARKETED","2026-07-31","APPROVED","2025-10-31","02562464"
"106535","MARKETED","2026-07-31","APPROVED","2025-10-31","02562472"
"106536","MARKETED","2026-07-31","APPROVED","2025-10-31","02562480"
"106537","MARKETED","2026-07-31","APPROVED","2025-10-31","02562499"
"106538","MARKETED","2026-07-31","APPROVED","2025-10-31","02562502"
"106544","MARKETED","2026-08-06","APPROVED","2025-10-31","02562561"
